NAME;LUN;LUN_REDUCED;NAMETYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIN360;LONGIC;LATIN;LATIC;FACE;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
AL-BAKRI;AA1434N02025E;1434N02025;AA;Crater;;Imbrian (From -3.85 billions years to -3.2 billions years) ?;;Abu Ubayd Abd Allah al-Bakri (ex Tacquet A);(??);Not named;Not named;Not named;Geographer;Araby;arabian;11;11 th century;Cordoue;1040;Cordoue;1094;Specialist of the North Africa and Arabia.  Author of a 'Dictionary of Geography' and a 'Geographical description of the known world';20.245111;20.245111;20.245° East;14.335392;14.335° North;Nearside;North-East;East part of Mare Tranquillitatis;35;Arago;284;1c4;343N/C 148C 154C 161C;;;12;12;7;7;1000;3000;0.0833;A________________________A;Isolated circular formation.;Few steep slopes supporting 2 lines of North South oriented crests to the South.;Few high walls.;Extensive flat floor filled with lava.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Al-Bakri;Al Bakri;145;12.2124;14.3353921449422;20.2451109277967;14.5367641448975;14.1340236663818;20.4529514312744;20.0372714996338;LOLA2011;Europe;Spain;Crater, craters;AA;Julius Caesar;LAC-60;Adopted by IAU;1976-01-01 00:00:00;;Abū Ubayd Abdallāh Ibn abd al-Azīz Ibn Muhammad. Spanish-Arab geographer (1010-1094).;http://planetarynames.wr.usgs.gov/Feature/145
ALBATEGNIUS;AA1124S00401E;1124S00401;AA;Walled plain;;Nectarian (From -3.92 billions years to -3.85 billions years);;Muhammad ibn al-Battani;Riccioli (1651);Ferdinandi III Imp. Rom.;Mons Didymus;Albategnius;Astronomer;Araby;arabian;9;9 th century;Harran;858;Qasr al Djiss;929;Author of the 'Zidj' improving considerably astronomical knowledge of his period. Measure of the obliquity of the Ecliptique.;4.009197;4.009197;4.009° East;-11.240026;11.240° South;Nearside;South-East;Ptolemaeus crater region;44;Ptolemaeus;204;13e5 / 13f5;357C 003C/S 161C/S 167C 174C;MM137;IV-101-H2 IV-096-H2;136;136;82;82;0;0;0.0287;A___________________________________________________________________________A;Damaged circular formation.;Steep slopes riddled with craterlets.;High walls ridden by many craters whose Klein to the West and Albategius B to the North.;Large flat floor.  White spot to the West.  Central mountain.   Depressions and craterlets.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;5;Naked eye;10x binoculars;Albategnius;Albategnius;162;130.84;-11.2400256943076;4.00919711121067;-9.08932113647461;-13.4050445556641;6.20333290100098;1.80430030822754;LOLA2011;Asia;Iraq;Crater, craters;AA;Ptolemaeus;LAC-77;Adopted by IAU;1935-01-01 00:00:00;;Muhammed Ben Geber Al-Battānī. Arab astronomer, mathematician (c. 858-929).;http://planetarynames.wr.usgs.gov/Feature/162
ALDRIN;AA0141N02209E;0141N02209;AA;Craterlet;;Birth period not found;;Edwin E. Aldrin (ex Sabine B);(??);Not named;Not named;Not named;Astronaut;U. S. A.;american;20;20 th century;?;1930;?;Alive;Pilot of the LEM of the mission Apollo 11.  Second man to have walked on the Moon on 21 July 1969.;22.089946;22.089946;22.090° East;1.405851;1.406° North;Nearside;North-East;East part of Mare Tranquillitatis;35;Arago;276;;;;;3;3;2;2;600;1800;0.1765;A__________A;Isolated circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;5;5 days after New Moon;4 days after Full Moon;100;100 mm reflector;200 mm reflector;Aldrin;Aldrin;172;2.80139;1.40585054918935;22.0899462614279;1.4520435333252;1.35965919494629;22.1361522674561;22.0437412261963;LOLA2011;North America;American;Crater, craters;AA;Julius Caesar;LAC-60;Adopted by IAU;1970-01-01 00:00:00;;Edwin Eugene, Jr. (`Buzz`). American astronaut (1930-Live).;http://planetarynames.wr.usgs.gov/Feature/172
ALEXANDER;AA4025N01369E;4025N01369;AA;Walled plain;;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;;Alexandre le Grand;Birt / Lee (1865);Mons Aemus;Not named;Calippus;King;Macedony;macedonian;-4;4  th century BC;?;356 BC;Babylone;323 av JC;King of Macedoine from 336 to 323 BC. Worked for the expansion of his kingdom to India. Seized Babylone and burnt Persepolis.;13.693154;13.693154;13.693° East;40.251521;40.252° North;Nearside;North-East;North of Mare Serenitatis region;13;Eudoxus;350;2d3;351N 154N 161N;;IV-098-H2 IV-103-H2;83;82;50;50;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Completely wrecked formation.  Triangular form.;Very damaged slopes supporting Calippus to the South-West.;LFew high walls collapsed to the East.;Flat floor filled with dark lava.  Hills, rilles and craterlets.  Two white spots.;2;Pretty interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor;Alexander;Alexander;177;94.8028;40.2515214746878;13.6931543755926;41.513650894165;38.9893054962158;15.7355442047119;11.6471576690674;LOLA2011;Europe;Greek;Crater, craters;AA;Eudoxus;LAC-26;Adopted by IAU;1935-01-01 00:00:00;;Alexander the Great, of Macedon. Greek geographer (356-323 B.C.).;http://planetarynames.wr.usgs.gov/Feature/177
ALFRAGANUS;AA0542S01897E;0542S01897;AA;Crater;;Copernician (From -1.1 billions years to present days);;Muhammad ibn Kathir Al-Farrhanï;(??);Not named;Not named;Not named;Astronomer;Persia;persian;9;9 th century;Fergana;?;?;?;Author of a 'Book of the science of stars and celestial movements '.;18.970617;18.970617;18.971° East;-5.421661;5.422° South;Nearside;South-East;Theophilus crater North-West region;46;Theophilus;236;13b6;343C 148C 154C 161C;;IV-089-H3 IV-084-H3;22;21;13;13;3830;11600;0.1824;A__________A;Bright circular formation with rays.;Steep slopes supporting Alfraganus E and H to the North and Alfraganus K and M to the East.;Very high walls.;Few extensive and flat floor.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor;Alfraganus;Alfraganus;181;20.5207;-5.42166110863528;18.9706169940179;-5.08329582214355;-5.76002502441406;19.3105144500732;18.6307201385498;LOLA2011;Asia;Persian;Crater, craters;AA;Theophilus;LAC-78;Adopted by IAU;1935-01-01 00:00:00;;Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr. Persian astronomer (unkn-c. 840).;http://planetarynames.wr.usgs.gov/Feature/181
ALHAZEN;AA1591N07183E;1591N07183;AA;Crater;;Lower Imbrian (From -3.85 billions years to -3.8 billions years);;Ibn al-Haytham (or Abu Ali al-Hasan);Schröter (1802);Not named;Not named;Not named;Mathematician;Araby;arabian;10;10 th century;Bassora;965;Le Caire;1039;Discoverer of laws of reflection, refraction and propagation of the light.  Author of 92 known works with many about astronomy.;71.827898;71.827898;71.828° East;15.914783;15.915° North;Nearside;North-East;Moon East-North-East limb;27;Plutarch;229;3b4;291N 303C Q1E Q4E 099N I05N;MM96;;33;33;20;20;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on the East slope of Mare Crisium.;Pretty steep slopes.;High walls in light terraces.;Flat floor.;3;Very interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor;Alhazen;Alhazen;183;34.648;15.9147834419603;71.8278983870921;16.4860935211182;15.3434734344482;72.4219760894775;71.2338199615479;LOLA2011;Asia;Iraq;Crater, craters;AA;Neper;LAC-63;Adopted by IAU;1935-01-01 00:00:00;;Abū Ali Al-Hasan Ibn Al Haitham. Iraqi mathematician (987-1038).;http://planetarynames.wr.usgs.gov/Feature/183
ALIACENSIS;AA3060S00513E;3060S00513;AA;Crater;;Typical Nectarian (From -3.92 billions years to -3.85 billions years);;Pierre d'Ailly;Riccioli (1651);Elisabethae Palat. Fil.;Mons Antilibanus;Aliacensis;Geographer and theologian;France;french;14;14 th century;Compiègne;1350;Avignon;1420;Author of a work on the reform of the Church in 1416 and of 'Imago Mundi' ,work evoking the sphericity of the Earth.;5.130767;5.130767;5.131° East;-30.595193;30.595° South;Nearside;South-East;Tycho crater East region;65;Walter;122;10a8 / 13f1 / 14e8;357S 003S 161S 167S 174S	;;IV-107-H3 IV-101-H1 IV-100-H3;80;80;48;48;3700;11200;0.0463;A______________________________________________A;Circular formation forming a remarkable couple with Werner.;Steep slopes supporting Werner to the North-West, a couple of craters to the South-East and Aliacensis B to the West.;Very high walls supporting an anonymous crater to the South.;Flat floor.  Small mountain off-center.  Wrinkle ridges and craterlets.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;Aliacensis;Aliacensis;185;79.6473;-30.5951934972832;5.13076746903611;-29.2817840576172;-31.9086017608643;6.65693855285645;3.60457801818848;LOLA2011;Europe;France;Crater, craters;AA;Purbach;LAC-95;Adopted by IAU;1935-01-01 00:00:00;;D'Ailly, Pierre. French geographer (1350-1420).;http://planetarynames.wr.usgs.gov/Feature/185
ALMANON;AA1685S01514E;1685S01514;AA;Crater;;Nectarian (From -3.92 billions years to -3.85 billions years);;Abd Allah al-Ma'mun;Riccioli (1651);Isenburgi;Mons Antitaurus;Almanon;Caliph;Persia;persian;9;9 th century;Bagdad;786;Tarsus;833;Son of Harun Al Raschid. Organizer of the translation in Arabic of scientific and philosophical works of old Greek authors.;15.135076;15.135076;15.135° East;-16.845028;16.845° South;Nearside;South-East;East of Catharina crater region;56;Azophi;198;13c4;351S 154S 161S 167C;;IV-089-H2 IV-096-H2;50;49;30;30;2480;7500;0.0506;A__________________________________________A;Circular formation.;Pretty steep slopes overlapped to the North-East by Almanon C, to the South by Almanon A and B, and supporting Catena Abulfeda to the North.;Walls highetr to the East than to the West.;Pretty flat floor.  Hills and line of crests. Craterlets.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor;Almanon;Almanon;196;47.7583;-16.8450281530623;15.1350762325706;-16.0575256347656;-17.6325302124023;15.9578495025635;14.3122997283936;LOLA2011;Asia;Persian;Crater, craters;AA;Rupes Altai;LAC-96;Adopted by IAU;1935-01-01 00:00:00;;Abdalla Al Mamun. Persian astronomer (786-833).;http://planetarynames.wr.usgs.gov/Feature/196
AL-MARRAKUSHI;AA1045S05577E;1045S05577;AA;Craterlet;;Copernician (From -1.1 billions years to present days) ?;;Al-Marrakushi (ex Langrenus D);(??);Not named;Not named;Not named;Astronomer;Araby;arabian;13;13 th century;?;?;?;1262;??;55.770266;55.770266;55.770° East;-10.446738;10.447° South;Nearside;South-East;East part of Mare Fecunditatis;48;Messier;0;15c5 / 15c6;309C/S 119C 124C;;;8;8;5;5;1110;3400;0.1388;A______________A;Circular formation with bowl shape.;Few steep slopes supporting a double craterlet to the West and a triple craterlet to the North.;Few high walls.;Rounded floor.;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor;Al-Marrakushi;Al Marrakushi;150;8.56535;-10.4467383369904;55.770266277674;-10.3055038452148;-10.5879707336426;55.9138965606689;55.6266384124756;LOLA2011;Africa;Morocco;Crater, craters;AA;Langrenus;LAC-80;Adopted by IAU;1976-01-01 00:00:00;;Abū `Ali al-Hasan Ibn `Ali al-Marrakushi. Moroccan astronomer, mathematician (fl. c. A.D. 1281/1282).;http://planetarynames.wr.usgs.gov/Feature/150
ALPETRAGIUS;AA1605S00451W;1605S00451;AA;Crater;;Nectarian (From -3.92 billions years to -3.85 billions years) ?;;Nur ed-din al Betrugi;Riccioli (1651);Mazarinii;Mons Phoenix;Alpetragius;Astronomer;Araby;arabian;12;12 th century;?;?;?;?;Tried to improve the system of Ptolemee.;-4.510399;355.489601;4.510° West;-16.047972;16.048° South;Nearside;South-West;Arzachel crater region;55;Arzachel;164;9a4 / 13g4;009S 018C/S 174S 17/9C 183S;MM139;IV-108-H2;40;40;24;24;3900;11800;0.0975;A_____________________A;Circular formation situated between Alphonsus and Arzachel.;Steep slopes supporting the ghost crater Alpetragius X to the North-West, and Alpetragius M and N to the South-East.;Very high walls in terraces.;Tormented floor little widened.  Important central mountain.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;Alpetragius;Alpetragius;202;40.0233;-16.047972454966;355.489600723737;-15.3880195617676;-16.7079238891602;356.176321029663;354.802896499634;LOLA2011;Africa;Morocco;Crater, craters;AA;Purbach;LAC-95;Adopted by IAU;1935-01-01 00:00:00;;Al-Bitrūjī Al-Ishbīlī, Abū Ishāq. Spanish astronomer (unkn-c. 1100).;http://planetarynames.wr.usgs.gov/Feature/202
