NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Piroclastico 'Archimedes';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 15;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Grecia;greco;-3;3° secolo a.C.;Siracusa;287 a.C.;Siracusa;212 a.C.;Discepolo di Euclide. Calcolo del Pi greco. Opere di geometria. Inventore della puleggia e della leva. Fondatore della statica e dell'idrostatica.;-4;4 ° 0 '  Ovest;28;28 ° 0 '  Nord;Nord-Ovest;Regione dei Monti Appennini;22;Conon;330;1h7 / 2g1 / 5b8 / 6a2;003N 009N 174N 179N 183N;ST01/01  MM32 L100/027;IV-109-H3 IV-109-M IV-110-H1 IV-115-H1;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 8 km2;Fonte : Hawke et al. 1989;Commenti dalle fonti : ' bordo meridionale ';;3;Formazione molto interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Aristarchus';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 16;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Grecia;greco;-3;3° secolo a.C.;Samo;310 a.C.;Samo;230 a.C.;Ideatore della teoria eliocentrica e di un metodo per calcolare la distanza del Sole e della Luna.;-50.5;50 ° 30 '  Ovest;26.7;26 ° 42 '  Nord;Nord-Ovest;Regione del cratere Aristarchus;18;Aristarchus;340;7c8 / 7d8 / 8d2;048N 055N 061N 067N 213N 225N;ST01/03  MM167 L100/011;IV-150-H3 IV-151-H1 IV-157-M;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Grande deposito piroclastico / Area = 37400 km2;Fonte : Gaddis et al. 1985 / Lucey et al. 1986;Commenti dalle fonti : ' Nell'Oceanus Procellarum ';;3;Formazione molto interessante;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Atlas Nord';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 17;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Personaggio mitologico;Grecia;greco;0;periodo classico;;;;;Uno dei giganti. Padre delle Pleiadi e delle Iadi condannato da Zeus a sostenere la volta celeste sulle sue spalle per essersi alleato con i Titani.;44.8;44 ° 48 '  Est;47.3;47 ° 18 '  Nord;Nord-Est;Regione Sud-Est del cratere Atlas;15;Atlas;366;2a4 / 4g6;315N 323N 328N 112N 119N 124N 131N 135N;MM72;IV-074-H3 IV-091-H2 IV-079-H2 IV-074-H2 IV-079-H3;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 100 km2;Fonte : Hawke et al. 1989;Commenti dalle fonti : ' antico cratere sopraelevato ';;3;Formazione molto interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Atlas Sud';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 18;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Personaggio mitologico;Grecia;greco;0;periodo classico;;;;;Uno dei giganti. Padre delle Pleiadi e delle Iadi condannato da Zeus a sostenere la volta celeste sulle sue spalle per essersi alleato con i Titani.;44.6;44 ° 36 '  Est;45.7;45 ° 42 '  Nord;Nord-Est;Regione Sud-Est del cratere Atlas;15;Atlas;366;2a4 / 4g6;315N 323N 328N 112N 119N 124N 131N 135N;MM72;IV-074-H3 IV-091-H2 IV-079-H2 IV-074-H2 IV-079-H3;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 250 km2;Fonte : Hawke et al. 1989;Commenti dalle fonti : Nessun commento;;3;Formazione molto interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Autumni';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 19;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Non applicabile;Non applicabile;Non applicabile ;0;Non applicabile;Non applicabile;Non applicabile;Non applicabile;Non applicabile;Non applicabile;-82.2;82 ° 12 '  Ovest;-9.5;9 ° 30 '  Sud;Sud-Ovest;Bordo occidentale della Luna;39;Grimaldi;224;11h5;Q3W;MM181;IV-181-H2;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 330 km2;Fonte : Coombs & Hawke 1992;Commenti dalle fonti : ' Vicino al Mare Orientale ';;3;Formazione molto interessante;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Cavalerius';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 20;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo. Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-66.9;66 ° 54 '  Ovest;5.1;5 ° 6 '  Nord;Nord-Ovest;Bordo occidentale della Luna;28;Galilei;260;7g4;067N/C 075N/C 080N/C 233N/C 237C 247C;;IV-169-H1 IV-162-H1;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 880 km2;Fonte : Coombs & Hawke 1992;Commenti dalle fonti : ' Vicino al Mare Orientale ';;3;Formazione molto interessante;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Compton Sud-Center';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 21;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico;USA;americano;20;20° secolo;Wooster;1892;Berkeley;1962;Scopritore dell'effetto dei fotoni. Studi sui raggi cosmici. Premio Nobel nel 1927 insieme a Charles Wilson.;105;105 ° 0 '  Est;54;54 ° 0 '  Nord;Nord-Est;Non definita;II;Nansen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;V-181-M;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 24 km2;Fonte : Lucchitta 1978;Commenti dalle fonti : ' antico cratere sopraelevato ';;999;Non osservabile;999;Non osservabile;Non osservabile;999;Non osservabile;Non osservabile
Piroclastico 'Compton Sud-Est';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 22;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico;USA;americano;20;20° secolo;Wooster;1892;Berkeley;1962;Scopritore dell'effetto dei fotoni. Studi sui raggi cosmici. Premio Nobel nel 1927 insieme a Charles Wilson.;106;106 ° 0 '  Est;54;54 ° 0 '  Nord;Nord-Est;Non definita;II;Nansen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;V-181-M;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 45 km2;Fonte : Lucchitta 1978;Commenti dalle fonti : Nessun commento;;999;Non osservabile;999;Non osservabile;Non osservabile;999;Non osservabile;Non osservabile
Piroclastico 'Compton Sud-Ovest';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 23;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico;USA;americano;20;20° secolo;Wooster;1892;Berkeley;1962;Scopritore dell'effetto dei fotoni. Studi sui raggi cosmici. Premio Nobel nel 1927 insieme a Charles Wilson.;104;104 ° 0 '  Est;54;54 ° 0 '  Nord;Nord-Est;Non definita;II;Nansen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;V-181-M;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 5 km2;Fonte : Lucchitta 1978;Commenti dalle fonti : Nessun commento;;999;Non osservabile;999;Non osservabile;Non osservabile;999;Non osservabile;Non osservabile
Piroclastico 'Cruger Nord';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 24;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Germania;tedesco;17;17° secolo;?;1580;?;1639;??;-66.7;66 ° 42 '  Ovest;-16.7;16 ° 42 '  Sud;Sud-Ovest;Bordo Ovest-Sud-Ovest della Luna;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 120 km2;Fonte : Coombs & Hawke 1992;Commenti dalle fonti : ' cratere sopraelevato, vicino a Grimaldi ';;3;Formazione molto interessante;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Cruger Sud';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 25;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Germania;tedesco;17;17° secolo;?;1580;?;1639;??;-66.7;66 ° 42 '  Ovest;-17.9;17 ° 54 '  Sud;Sud-Ovest;Bordo Ovest-Sud-Ovest della Luna;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 760 km2;Fonte : Coombs & Hawke 1992;Commenti dalle fonti : Nessun commento;;3;Formazione molto interessante;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Cruger Ovest 1';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 26;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Germania;tedesco;17;17° secolo;?;1580;?;1639;??;-66.7;66 ° 42 '  Ovest;-16.7;16 ° 42 '  Sud;Sud-Ovest;Bordo Ovest-Sud-Ovest della Luna;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 50 km2;Fonte : Coombs & Hawke 1992;Commenti dalle fonti : Nessun commento;;3;Formazione molto interessante;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm
Piroclastico 'Cruger Ovest 2';Regione di tipo piroclastico;Non determinato;Lista del vulcanismo piroclastico di Gaddis n° 27;Gaddis (1999) / Legrand (2007);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Germania;tedesco;17;17° secolo;?;1580;?;1639;??;-66.7;66 ° 42 '  Ovest;-16.7;16 ° 42 '  Sud;Sud-Ovest;Bordo Ovest-Sud-Ovest della Luna;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;0;0;0;0;0;0;Non applicabile;Profilo ignoto;Piccolo deposito piroclastico / Area = 50 km2;Fonte : Coombs& Hawke 1992;Commenti dalle fonti : Nessun commento;;3;Formazione molto interessante;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm
