NAME;LUN;LUN_REDUCED;NAMETYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIN360;LONGIC;LATIN;LATIC;FACE;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
DZIEWULSKI;AA2099N09902E;2099N09902;AA;Crater;;;;Wladyslaw Dziewulski;UAI 1970 ?;Not known;Not known;Not known;astronomer;Poland;Polish;20;;??;1878;??;1962;??;99.015088;99.015088;99.015° East;20.985018;20.985° North;Librations zone;North-East;;III;Mare Marginis;No map or picture;No map or picture;No map or picture;;;63;63;37;37;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor;Dziewulski;Dziewulski;1689;68.9047;20.9850179026949;99.0150880631684;22.1211833953857;19.8488521575928;100.231870651245;97.7983074188232;LOLA2011;Europe;Poland;Crater, craters;AA;Joliot;LAC-46;Adopted by IAU;1970-01-01 00:00:00;;Wladyslaw. Polish astronomer (1878-1962).;http://planetarynames.wr.usgs.gov/Feature/1689
EDISON;AA2488N09927E;2488N09927;AA;Crater;;;;Thomas Alva Edison;UAI 1970 ?;Not known;Not known;Not known;scientist;USA;American;19;;Milan;1847;West Orange;1931;Author of more than a thousand patents. Conceiver of duplex telegraph, phonograph, movie projector... Discoverer of diod principle. ;99.268047;99.268047;99.268° East;24.880494;24.880° North;Librations zone;North-East;;III;Mare Marginis;No map or picture;No map or picture;No map or picture;;;62;62;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor;Edison;Edison;1723;62.7218;24.8804936908319;99.2680465417569;25.9147090911865;23.8462772369385;100.408449172974;98.1276531219482;LOLA2011;North America;American;Crater, craters;AA;Joliot;LAC-46;Adopted by IAU;1961-01-01 00:00:00;;Thomas Alva. American inventor (1847-1931).;http://planetarynames.wr.usgs.gov/Feature/1723
EHRLICH;AA4082N17227W;4082N17227;AA;Crater;;;;Paul Ehrlich;UAI 1970 ?;Not known;Not known;Not known;doctor;Germany;German;19;;Strehlen;1854;Bad Homburg;1915;Surveys on the anticorps. Discoverer of a syphilis treatment with Hata. Nobel laureate in 1908.;-172.268527;187.731473;172.269° West;40.816122;40.816° North;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-053-M V-053-H1;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Ehrlich;Ehrlich;1734;33.5812;40.816121955293;187.731473354453;41.3176517486572;40.3145198822021;188.43625831604;187.025304794312;LOLA2011;Europe;Germany;Crater, craters;AA;Schneller;LAC-33;Adopted by IAU;1970-01-01 00:00:00;;Paul. German doctor. Nobel laureate (1854-1915).;http://planetarynames.wr.usgs.gov/Feature/1734
EIJKMAN;AA6321S14251W;6321S14251;AA;Crater;;;;Christiaan H. Eijkman;UAI 1970 ?;Not known;Not known;Not known;doctor;Netherlands;Dutch;20;;Nijkerk;1858;Utrecht;1930;Works on beriberi . Discoverer of some vitamins. Nobel laureate in 1929.;-142.514824;217.485176;142.515° West;-63.213299;63.213° South;Farside;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;54;54;32;32;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Eijkman;Eijkman;1737;56.3626;-63.2132994125039;217.485176480111;-62.283878326416;-64.1427192687988;219.548757553101;215.421594619751;LOLA2011;Europe;Netherlands (Dutch);Crater, craters;AA;Minkowski;LAC-133;Adopted by IAU;1970-01-01 00:00:00;;Christiaan. Dutch doctor. Nobel laureate (1858-1930).;http://planetarynames.wr.usgs.gov/Feature/1737
EINTHOVEN;AA0506S11006E;0506S11006;AA;Crater;;;;Willem Einthoven;UAI 1976 ?;Not known;Not known;Not known;doctor;Netherlands;Dutch;20;;Samarang;1860;Leyde;1927;Professor in Leyde University in 1886. Conceiver of electrocardiography. Nobel laureate in 1924.;110.064277;110.064277;110.064° East;-5.059670;5.060° South;Farside;South-East;;No map;;No map or picture;No map or picture;No map or picture;;I-102-H1;69;69;41;41;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Einthoven;Einthoven;1746;73.9351;-5.05967022319665;110.064276591929;-3.84151077270508;-6.27990531921387;111.287302017212;108.840112686157;LOLA2011;Europe;Netherlands (Dutch);Crater, craters;AA;Langemak;LAC-83;Adopted by IAU;1970-01-01 00:00:00;;Willem. Dutch physiologist. Nobel laureate (1860-1927).;http://planetarynames.wr.usgs.gov/Feature/1746
ELLERMAN;AA2544S12039W;2544S12039;AA;Crater;;;;Ferdinand Ellerman;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;;??;1869;??;1940;??;-120.393076;239.606924;120.393° West;-25.438418;25.438° South;Farside;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-022-H2 V-015-H1;47;47;28;28;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Ellerman;Ellerman;1769;46.2076;-25.4384176351812;239.606923799616;-24.6764888763428;-26.200345993042;240.451463699341;238.762338638306;LOLA2011;North America;American;Crater, craters;AA;Houzeau;LAC-107;Adopted by IAU;1970-01-01 00:00:00;;Ferdinand. American astronomer (1869-1940).;http://planetarynames.wr.usgs.gov/Feature/1769
ELLISON;AA5493N10805W;5493N10805;AA;Crater;;;;Mervyn A. Ellison;UAI 1970 ?;Not known;Not known;Not known;astronomer;United Kingdom;British;20;;??;1909;??;1963;??;-108.046023;251.953977;108.046° West;54.933216;54.933° North;Farside;North-West;;I;Brianchon;No map or picture;No map or picture;No map or picture;;;36;36;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;999;Not observable;Not observable;Ellison;Ellison;1770;36.9868;54.9332161965165;251.953976880363;55.5444927215576;54.3247394561768;253.02227973938;250.900449752808;LOLA2011;Europe;Great Britain;Crater, craters;AA;Omar Khayyam;LAC-21;Adopted by IAU;1970-01-01 00:00:00;;Mervyn Archdall. Irish-born British astronomer (1909-1963).;http://planetarynames.wr.usgs.gov/Feature/1770
ELVEY;AA0901N10064W;0901N10064;AA;Crater;;;;Christian T. Elvey;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;;??;1899;??;1970;??;-100.644350;259.355650;100.644° West;9.008519;9.009° North;Farside;North-West;;VIII;Röntgen;No map or picture;No map or picture;No map or picture;;;74;74;44;44;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor;Elvey;Elvey;1777;80.2062;9.00851921378816;259.355650164234;10.331090927124;7.68605613708496;260.693677902222;258.016157150269;LOLA2011;North America;American;Crater, craters;AA;Nobel;LAC-72;Adopted by IAU;1970-01-01 00:00:00;;Christian Thomas. American astronomer, geophysicist (1899-1970).;http://planetarynames.wr.usgs.gov/Feature/1777
EMDEN;AA6276N17651W;6276N17651;AA;Crater;;;;J. Robert Emden;UAI 1970 ?;Not known;Not known;Not known;astrophysicist;Switzerland;Swiss;20;;??;1862;??;1940;??;-176.512021;183.487979;176.512° West;62.762353;62.762° North;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-053-M V-029-M;111;111;65;65;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Emden;Emden;1789;114.639;62.7623532455675;183.487979421271;64.6526279449463;60.8720798492432;187.620874404907;179.355085372925;LOLA2011;Europe;Switzerland;Crater, craters;AA;D'Alembert;LAC-18;Adopted by IAU;1970-01-01 00:00:00;;Robert. Swiss astrophysicist, meteorologist (1862-1940).;http://planetarynames.wr.usgs.gov/Feature/1789
ENGEL'GARDT;AA0539N15947W;0539N15947;AA;Crater;;;;Vasilij P. Engel'gardt;UAI 1970 ?;Not known;Not known;Not known;astronomer;Russia;Russian;19;;??;1828;??;1915;??;-159.468492;200.531508;159.468° West;5.388971;5.389° North;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;I-039-M;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Engel'gardt (Engelhardt);Engel gardt  Engelhardt;1801;43.5121;5.38897117569207;200.531508155335;6.10644721984863;4.67149543762207;201.252519607544;199.810506820679;LOLA2011;Europe;Soviet;Crater, craters;AA;Zhukovskij;LAC-69;Adopted by IAU;1970-01-01 00:00:00;;Vasilij Pavlovich. Russian astronomer (1828-1915).;http://planetarynames.wr.usgs.gov/Feature/1801
ERRO;AA0568N09854E;0568N09854;AA;Crater;;;;Luis E. Erro;UAI 1970 ?;Not known;Not known;Not known;astronomer;Mexico;Mexican;20;;??;1897;??;1955;??;98.539953;98.539953;98.540° East;5.682927;5.683° North;Librations zone;North-East;;III;Mare Marginis;No map or picture;No map or picture;No map or picture;;;61;61;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor;Erro;Erro;1837;63.7509;5.6829269506854;98.5399530207058;6.7341365814209;4.6317195892334;99.5964527130127;97.4835376739502;LOLA2011;North America;Mexico;Crater, craters;AA;Babcock;LAC-64;Adopted by IAU;1970-01-01 00:00:00;;Luis Enrique. Mexican astronomer (1897-1955).;http://planetarynames.wr.usgs.gov/Feature/1837
ESNAULT-PELTERIE;AA4741N14183W;4741N14183;AA;Crater;;;;Robert A. C. Esnault-Pelterie;UAI 1988 ?;Not known;Not known;Not known;engineer;France;French;20;;Paris;1881;Nice;1957;Conceiver of the and of several thermical engines for airplanes. Founder of the International Bourget Airshow. Numerous surveys about spatial propulsion.;-141.825700;218.174300;141.826° West;47.414918;47.415° North;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-025-M V-028-H3 V-029-M V-029-H1;79;79;46;46;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Esnault-Pelterie;Esnault Pelterie;1848;76.7867;47.4149176385723;218.174300207008;48.6889476776123;46.1565761566162;220.065275192261;216.328165054321;LOLA2011;Europe;France;Crater, craters;AA;Fowler;LAC-34;Adopted by IAU;1970-01-01 00:00:00;;Robert-Albert-Charles. French rocketry engineer (1881-1957).;http://planetarynames.wr.usgs.gov/Feature/1848
ESPIN;AA2815N10934E;2815N10934;AA;Crater;;;;Thomas H. E. C. Espin;UAI 1970 ?;Not known;Not known;Not known;astronomer;United Kingdom;British;20;;??;1858;??;1934;??;109.338454;109.338454;109.338° East;28.145522;28.146° North;Farside;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;75;75;44;44;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Espin;Espin;1849;70.0087;28.1455217377881;109.338454293924;29.2999210357666;26.9911251068115;110.647253036499;108.029516220093;LOLA2011;Europe;Great Britain;Crater, craters;AA;Joliot;LAC-46;Adopted by IAU;1970-01-01 00:00:00;;Thomas Henry Espinall Compton. British astronomer (1858-1934).;http://planetarynames.wr.usgs.gov/Feature/1849
EVANS;AA0963S13378W;0963S13378;AA;Crater;;;;Sir Arthur Evans;UAI 1970 ?;Not known;Not known;Not known;archaeologist;United Kingdom;British;19;;??;1851;??;1941;??;-133.778230;226.221770;133.778° West;-9.626603;9.627° South;Farside;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;67;67;39;39;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Evans;Evans;1883;69.3952;-9.62660332052116;226.221770102874;-8.48230743408203;-10.7708988189697;227.382642745972;225.060834884644;LOLA2011;Europe;Great Britain;Crater, craters;AA;Vavilov;LAC-88;Adopted by IAU;1970-01-01 00:00:00;;Sir Arthur. British archaeologist (1851-1941).;http://planetarynames.wr.usgs.gov/Feature/1883
EVDOKIMOV;AA3457N15304W;3457N15304;AA;Crater;;;;Nikolaj N. Evdokimov;UAI 1970 ?;Not known;Not known;Not known;astronomer;USSR;Soviet;20;;??;1868;??;1940;??;-153.042702;206.957298;153.043° West;34.573765;34.574° North;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-039-M;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Evdokimov;Evdokimov;1884;48.8806;34.5737647867483;206.957297861265;35.3797550201416;33.7677783966064;207.93651008606;205.978086471558;LOLA2011;Europe;Soviet;Crater, craters;AA;Fowler;LAC-34;Adopted by IAU;1970-01-01 00:00:00;;Nikolaj N.. Soviet astronomer (1868-1940).;http://planetarynames.wr.usgs.gov/Feature/1884
EVERSHED;AA3530N15951W;3530N15951;AA;Crater;;;;John Evershed;UAI 1970 ?;Not known;Not known;Not known;astronomer;United Kingdom;British;20;;??;1864;??;1956;??;-159.505865;200.494135;159.506° West;35.300802;35.301° North;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-039-H1 V-039-M;66;66;39;39;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Evershed;Evershed;1887;65.2774;35.3008024128331;200.49413548431;36.3771572113037;34.2244472503662;201.813020706177;199.175252914429;LOLA2011;Europe;Great Britain;Crater, craters;AA;Schneller;LAC-33;Adopted by IAU;1970-01-01 00:00:00;;John. British astronomer (1864-1956).;http://planetarynames.wr.usgs.gov/Feature/1887
FABRY;AA4307N10068E;4307N10068;AA;Crater;;;;Charles Fabry;UAI 1970 ?;Not known;Not known;Not known;physicist;France;French;20;;Marseille;1867;Paris;1945;Director of Optics Institute of Paris and member of french Academy of Sciences in 1921. Conceiver with Perrot and Buisson of an interferometer. Discoverer of the ozona layer. First verification of Doppler-Fizeau effect.;100.684367;100.684367;100.684° East;43.073357;43.073° North;Farside;North-East;;III;Mare Marginis;No map or picture;No map or picture;No map or picture;;;184;184;108;108;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor;Fabry;Fabry;1896;179.438;43.0733567115094;100.684366691241;46.0326976776123;40.1140079498291;104.729749679565;96.63791847229;LOLA2011;Europe;France;Crater, craters;AA;Fabry;LAC-29;Adopted by IAU;1970-01-01 00:00:00;;Charles. French physicist (1867-1945).;http://planetarynames.wr.usgs.gov/Feature/1896
FECHNER;AA5825S12503E;5825S12503;AA;Crater;;;;Gustav Theodor Fechner;UAI 1970 ?;Not known;Not known;Not known;philosopher;Germany;German;19;;Gross-Särchen;1801;Leipzig;1887;Conceiver of a philosophical concept in which the individual spirit is part of the God spirit.;125.031354;125.031354;125.031° East;-58.246226;58.246° South;Farside;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;63;63;37;37;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Fechner;Fechner;1925;59.3242;-58.2462260297435;125.031353946476;-57.2679920196533;-59.224458694458;126.889127731323;123.173574447632;LOLA2011;Europe;Germany;Crater, craters;AA;Fechner;LAC-130;Adopted by IAU;1970-01-01 00:00:00;;Gustav Theodor. German physicist, psychologist, and philosopher (1801-1887).;http://planetarynames.wr.usgs.gov/Feature/1925
FENYI;AA4494S10506W;4494S10506;AA;Crater;;;;Gyula Fényi;UAI 1985 ?;Not known;Not known;Not known;astronomer;Hungary;Hungar;20;;??;1845;??;1927;??;-105.058619;254.941381;105.059° West;-44.940615;44.941° South;Farside;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Fényi;Fenyi;2045;43.3074;-44.9406152688768;254.941380905138;-44.226505279541;-45.6547241210938;255.951154708862;253.931608200073;LOLA2011;Europe;Hungary;Crater, craters;AA;Rydberg;LAC-123;Adopted by IAU;1970-01-01 00:00:00;;Gyula. Hungarian astronomer (1845-1927).;http://planetarynames.wr.usgs.gov/Feature/2045
FEOKTISTOV;AA3073N14050E;3073N14050;AA;Crater;;;;Konstantin P. Feoktistov;UAI 1970 ?;Not known;Not known;Not known;cosmonaut;USSR;Soviet;20;;??;1926;;;Cosmonaut involved in Soyuz missions.;140.501363;140.501363;140.501° East;30.734708;30.735° North;Farside;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;23;23;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Feoktistov;Feoktistov;1936;22.0627;30.7347078289612;140.501362851389;31.0985012054443;30.3709163665771;140.924188613892;140.078538894653;LOLA2011;Europe;Soviet;Crater, craters;AA;Mare Moscoviense;LAC-48;Adopted by IAU;1970-01-01 00:00:00;;Konstantin P.. Soviet cosmonaut (1926-2009).;http://planetarynames.wr.usgs.gov/Feature/1936
FERMI;AA1961S12324E;1961S12324;AA;Crater;;;;Enrico Fermi;UAI 1970 ?;Not known;Not known;Not known;physicist;Italy;Italian;20;;Roma;1901;Chicago;1954;Numerous surveys in physics and atomic particles. Discoverer of neutron properties. Director for the first atomic pile in Chicago. Nobel laureate in 1938.;123.241404;123.241404;123.241° East;-19.609650;19.610° South;Farside;South-East;;No map;;No map or picture;No map or picture;No map or picture;;IV-123-M III-121-M I-136-M;183;183;108;108;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Fermi;Fermi;1940;241.407;-19.6096500546409;123.241404141629;-15.6448574066162;-23.6082782745361;127.511613845825;119.068353652954;LOLA2011;Europe;Italy;Crater, craters;AA;Fermi;LAC-101;Adopted by IAU;1970-01-01 00:00:00;;Enrico. Italian-American physicist. Nobel laureate (1901-1954).;http://planetarynames.wr.usgs.gov/Feature/1940
FERSMAN;AA1790N12606W;1790N12606;AA;Crater;;;;Aleksandr Ievguenievitch Fersman;UAI 1970 ?;Not known;Not known;Not known;geologist;Russia;Russian;20;;Saint Petersburg;1883;Sotchi;1945;Author of a remarquable treaty about geochemistry. Author of an inventory of mineral ressouces of USSR. Director of Lomonossov Institute.;-126.062294;233.937706;126.062° West;17.902883;17.903° North;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-024-H2 V-024-M;151;151;89;89;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Fersman;Fersman;1945;148.144;17.9028831932809;233.937705793746;20.3459987640381;15.4597721099854;236.504545211792;231.370489120483;LOLA2011;Europe;Soviet;Crater, craters;AA;Fersman;LAC-53;Adopted by IAU;1970-01-01 00:00:00;;Aleksandr Yevgenyevich. Soviet geochemist (1883-1945).;http://planetarynames.wr.usgs.gov/Feature/1945
FESENKOV;AA2316S13514E;2316S13514;AA;Crater;;;;Vasiliy Grigor'evich Fesenkov;UAI 1970 ?;Not known;Not known;Not known;astrophysicist;USSR;Soviet;20;;??;1889;??;1972;??;135.141435;135.141435;135.141° East;-23.158960;23.159° South;Farside;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;35;35;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Fesenkov;Fesenkov;1947;36.1183;-23.1589602282759;135.141434940498;-22.5634002685547;-23.7545185089111;135.789182662964;134.493700027466;LOLA2011;Europe;Russia;Crater, craters;AA;Gagarin;LAC-102;Adopted by IAU;1973-01-01 00:00:00;;Vasilii Grigor'evich. Russian astrophysicist (1889-1972).;http://planetarynames.wr.usgs.gov/Feature/1947
FINSEN;AA4229S17772W;4229S17772;AA;Crater;;;;Niels Ryberg Finsen;UAI 1970 ?;Not known;Not known;Not known;doctor;Danmark;Danish;19;;??;1860;??;1904;Phototherapist. Nobel laureate.;-177.720533;182.279467;177.721° West;-42.291445;42.291° South;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-043-M V-065-M;72;72;42;42;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Finsen;Finsen;1959;72.9789;-42.2914445020327;182.279466988884;-41.0881366729736;-43.4947490692139;183.904935836792;180.65371131897;LOLA2011;Europe;Denmark;Crater, craters;AA;Oppenheimer;LAC-120;Adopted by IAU;1979-01-01 00:00:00;;Niels Ryberg. Danish phototherapist. Nobel laureate (1860-1904).;http://planetarynames.wr.usgs.gov/Feature/1959
FIRSOV;AA0420N11270E;0420N11270;AA;Crater;;;;Georgij F. Firsov;UAI 1970 ?;Not known;Not known;Not known;engineer;USSR;Soviet;20;;??;1928;??;1971;Space launchers conceiver.;112.697262;112.697262;112.697° East;4.204308;4.204° North;Farside;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;51;51;30;30;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Firsov;Firsov;1964;50.998;4.20430816430301;112.697261668569;5.04523277282715;3.3633861541748;113.540658950806;111.85390663147;LOLA2011;Europe;Soviet;Crater, craters;AA;Ostwald;LAC-65;Adopted by IAU;1970-01-01 00:00:00;;Georgij Frolovich. Soviet rocketry engineer (1917-1960).;http://planetarynames.wr.usgs.gov/Feature/1964
FISCHER;AA0799N14244E;0799N14244;AA;Crater;;;;Emil Hermann Fischer;UAI 1970 ?;Not known;Not known;Not known;chemist;Germany;German;19;;Euskirchen;1852;Berlin;1919;Numerous surveys in organic chemistry. Synthesis of glucose and fructose. Nobel laureate in 1902.;142.439130;142.439130;142.439° East;7.989877;7.990° North;Farside;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Fischer;Fischer;1966;30.4767;7.9898766943815;142.439129505564;8.49240684509277;7.48734855651855;142.946577072144;141.931684494019;LOLA2011;Europe;Germany;Crater, craters;AA;Mendeleev;LAC-66;Adopted by IAU;1976-01-01 00:00:00;;Emil Hermann. German chemist (1852-1919). Hans. German organic chemist (1881-1945).;http://planetarynames.wr.usgs.gov/Feature/1966
FITZGERALD;AA2667N17214W;2667N17214;AA;Crater;;;;George Francis Fitzgerald;UAI 1970 ?;Not known;Not known;Not known;physicist;Ireland;Irish;19;;Dublin;1851;Dublin;1901;Author of electromagnetic waves theory. Interpretation of Michelson experience. Measurement of electron mass in 1897.;-172.136199;187.863801;172.136° West;26.674428;26.674° North;Farside;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;110;110;65;65;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Fitzgerald;Fitzgerald;1967;104.211;26.6744278714921;187.863801269551;28.3927669525146;24.956090927124;189.785890579224;185.94171333313;LOLA2011;Europe;Ireland;Crater, craters;AA;Fitzgerald;LAC-50;Adopted by IAU;1970-01-01 00:00:00;;George Francis. Irish physicist (1851-1901).;http://planetarynames.wr.usgs.gov/Feature/1967
FIZEAU;AA5819S13411W;5819S13411;AA;Crater;;;;Armand Hyppolyte L. Fizeau;UAI 1970 ?;Not known;Not known;Not known;physicist;France;French;19;;Paris;1819;Venteuil;1896;First sun photography with Foucault in 1845. First measurememt of light speed in 1849. Co-discoverer with Doppler of wavelengthe shift with speed in 1848. President of the french Academy of Sciences in 1878.;-134.114766;225.885234;134.115° West;-58.186429;58.186° South;Farside;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-026-H1 V-022-H1;111;111;65;65;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Fizeau;Fizeau;1968;107.079;-58.1864291661796;225.885233844773;-56.4208106994629;-59.9520473480225;229.23468208313;222.535787582397;LOLA2011;Europe;France;Crater, craters;AA;Fizeau;LAC-134;Adopted by IAU;1970-01-01 00:00:00;;Armand-Hippolyte-Louis. French physicist (1819-1896).;http://planetarynames.wr.usgs.gov/Feature/1968
