NAME;LUN;NAME_TYPE;IAU_TYPE;TYPE;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;LENGTH_KM;WIDE_KM;LENGTH_ARCSEC;HEIGHT_M;RAPPORT;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU
AEPINUS;AA8796N10969W;;AA;Crater, craters;;;;;;Franz Maria Ulrich Theodor Hoch. German-Russian astronomer (1724-1802).;IAU;;;;;;Europe;Germany;;;;;;;;-109.686947;250.313053;109.687° West;87.958199;87.958° North;Farside;;Peary;16.7447;16.7447;;;;;;;;;;;0;not observable;not observable;;;
AGATHARCHIDES;AA1985S03111W;;AA;Krater;;;Pre-Imbrianische (Von -4.55 Mrd. bis -3.85 Mrd. Jahre) ?;;;Agatharchide;Mädler (1837);;Kein Name;Kein Name;Kein Name;Geograph und Historiker;Griechenland;griechischerer;-2;2. Jhd. BC;?;ca. 100 BC;?;?;??;-31.114619;328.885381;31.115° West;-19.853701;19.854° South;Nearside;Süd-West;Mare Humorum Region;50;49;;1180;0.0241;Beschädigte Formation, teilweise untergetaucht in die Lava von Oceanus Procellarum.;;Steile Stelle, angrenzend an viele kleine Krater.;Kleine, hohe Wände teilweise zerstört zum Norden hin und zerfurcht von Agatharchides F zum Süd-Westen hin.;Ausgedehnte, flache Ebene, gefüllt mit dunkler Lava.  Ruinen eines Zentralbergs.;3;Sehr interessante Formation;10;3 Tage nach ersterm Viertel;2 Tage nach letztem Viertel;30;10x Doppelfernrohr;50 mm Refraktor
AGRIPPA;AA0410N01047E;;AA;Krater;;;Eratosthenianische (Von -3.2 Mrd. bis -1.1 Mrd. Jahre);;;Agrippa;Riccioli (1651);;Urselii;Mons Ida;Agrippa;Astronom;Griechenland;griechischerer;1;1. Jhd.;?;ca. 50;?;?;Beobachtet im Jahre 92 eine Bedeckung der Pleiaden durch den Mond.;10.474135;10.474135;10.474° East;4.096399;4.096° North;Nearside;Nord-Ost;östlich von Mare Tranquillitatis Region;46;46;;3100;0.0674;Kreisförmige Formation mit zerstörter Form zum Süd-Westen hin.;;Steile Stelle grenzt an Agrippa F und Tempel zum Osten hin.;Wände in Terrassen, grenzen an Agrippa H zum Norden hin.;Ziemlich flache Ebene.  Zentralberg.  Hügel und Aufschüttung zum Westen hin.  Rille und kleine Krater.;3;Sehr interessante Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
AIRY;AA1814S00561E;;AA;Krater;;;Pre-Imbrianische (Von -4.55 Mrd. bis -3.85 Mrd. Jahre) ?;;;Sir George Bidel Airy;Mädler (1837);;Crequii;Kein Name;Kein Name;Astronom;England;englischer;19;19. Jhd.;Alnwick;1801;London;1892;Direktor des Observatory of Greenwich im Jahre 1835. Arbeiten über die Himmelsmechanik. Autor der Theorie der 'Lichtstreuung'..;5.614858;5.614858;5.615° East;-18.141628;18.142° South;Nearside;Süd-Ost;östlich von Catharina Krater Region;36;37;;0;0;Abgewrackte Formation, bildet ein ausgerichtetes Trio in Richtung Nord - Süd mit Argelander und Vogel.;;Ziemlich steile Stelle, angrenzend an Argelander zum Norden hin, an Airy D zum Nord-Westen hin und Airy G zum Süd-Osten hin.;Zerklüftete und hohe Wände, zerfurcht zum Süden hin von Airy H.;Irreguläre, kleine ausgedehnte Ebene. Doppel-Zentralberg.;3;Sehr interessante Formation;7;Ersters Viertel;6 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
AITKEN;AA1644S17296E;;AA;Crater;;;;;;Robert Grant Aitken;UAI 1970 ?;;Not known;Not known;Not known;astronomer;USA;American;20;;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;172.958257;172.958257;172.958° East;-16.442982;16.443° South;Farside;South-East;;135;135;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AKIS;AA2001N03176W;;AA;Crater, craters;;;;;;Greek female name.;IAU;;;;;;Europe;Greek;;;;;;;;-31.7594;328.2406;31.759° West;20.010862;20.011° North;Nearside;North-West;Aristarchus;2.28179;2.28179;;;;;;;;;;;10;Three days after First Quarter;Two days after Last Quarter;;;
AL-BAKRI;AA1434N02025E;;AA;Krater;;;Imbrianische (Von -3.85 Mrd. bis -3.2 Mrd. Jahre) ?;;;Abu Ubayd Abd Allah al-Bakri (ehem. Tacquet A);(??);;Kein Name;Kein Name;Kein Name;Geograph;Arabien;arabischer;11;11. Jhd.;Cordoue;1040;Cordoue;1094;Spezialist für Nordafrika und Arabien.  Autor eines 'Wörterbuch der Geographie' und einer 'Geographischen Beschreibung der bekannten Welt';20.245111;20.245111;20.245° East;14.335392;14.335° North;Nearside;Nord-Ost;Ost-Teil von Mare Tranquillitatis;12;12;;1000;0.0833;Isolierte, kreisförmige Formation.;;Kleine, steile Stelle, angrenzend zum Süden hin an 2 Kammreihen, in Richtung Nord Süd orientiert.;Kleine, hohe Wände.;Ausgedehnte, flache Ebene, gefüllt mit Lava.;2;Ziemlich interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
AL-BIRUNI;AA1807N09262E;;AA;Crater;;;;;;Al-Biruni;UAI 1984 ?;;Not known;Not known;Not known;scientist;Iran;Iranian;11;;Kath;973;Rhazni;1050;Great traveller. Astrologist of Rhazni Sultan in 1017. Civilizations historian. Author of Kitah al Qanun al Mas'udi, general astronomy treaty inpired from Ptolemeaus.;92.616176;92.616176;92.616° East;18.071294;18.071° North;Librations zone;North-East;;77;77;;Unknown;Unknown height. Impossible calculation.;Circular formation situated in the zone of librations.;;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
AL-KHWARIZMI;AA0702N10701E;;AA;Crater;;;;;;Al-Khwarizmi;UAI 1991 ?;;Not known;Not known;Not known;mathematician;Iraq;Iraqi;9;;??;??;??;825;??;107.006175;107.006175;107.006° East;7.021853;7.022° North;Farside;North-East;;65;65;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-MARRAKUSHI;AA1045S05577E;;AA;Kleiner Krater;;;Copernicianische (Von -1.1 Mrd. bis heute) ?;;;Al-Marrakushi (ehem. Langrenus D);(??);;Kein Name;Kein Name;Kein Name;Astronom;Arabien;arabischer;13;13. Jhd.;?;?;?;1262;??;55.770266;55.770266;55.770° East;-10.446738;10.447° South;Nearside;Süd-Ost;Ost Teil von Mare Fecunditatis;8;8;;1110;0.1388;Kreisförmige Formation mit Schüsselform.;;Kleine, steile Stelle, angrenzend an einem kleinen Doppel-Krater zum Westen hin und einem kleinen Dreifach-Krater zum Norden hin.;Kleine, hohe Wände.;Rundliche Ebene.;2;Ziemlich interessante Formation;3;3 Tage nach Neumond;2 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
ALAN;AA1093S00617W;;AA;Crater, craters;;;;;;Irish male name.;IAU;;;;;;Europe;Ireland;;;;;;;;-6.170914;353.829086;6.171° West;-10.933056;10.933° North;Nearside;South-West;Ptolemaeus;1.43526;1.43526;;;;;;;;;;;8;One day after First Quarter;Last Quarter;;;
ALBATEGNIUS;AA1124S00401E;;AA;Umwandete Fläche;;;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);;;Muhammad ibn al-Battani;Riccioli (1651);;Ferdinundi III Imp. Rom.;Mons Didymus;Albategnius;Astronom;Arabien;arabischer;9;9. Jhd.;Harran;858;Qasr al Djiss;929;Autor der 'Zidj' verbessert astronomische Wissenschaft der Sterne dieser Periode. MesSonneg der Neigung der Ekliptik.;4.009197;4.009197;4.009° East;-11.240026;11.240° South;Nearside;Süd-Ost;Ptolemaeus Krater Region;136;136;;0;0.0287;Beschädigte, kreisförmige Formation.;;Steile Stelle, gerillt von kleinen Kratern.;Hohe Wände, zerfurcht von vielen Kratern, welche zum Westen hin kleiner werden und von Albategius B zum Norden hin.;Große, flache Ebene.  Weiße Flecke zum Westen hin.  Zentralberg. Vertiefungen und kleine Krater.;4;Außergewöhnliche Formation;7;Erstes Viertel;6 Tage nach Vollmond;5;Bloses Auge;10x Doppelfernrohr
ALBERT;AA3830N03500W;;AA;Crater, craters;;;;;;Male name of German origin.;IAU;;;;;;Europe;Germany;;;;;;;;-34.998184;325.001816;34.998° West;38.298683;38.299° North;Nearside;North-West;Sinus Iridum;0.1;0.1;;;;;;;;;;;10;Three days after First Quarter;Two days after Last Quarter;;;
ALDEN;AA2351S11111E;;AA;Crater;;;;;;Harold L.Alden;UAI 1970 ?;;Not known;Not known;Not known;astronomer;USA;American;20;;??;1890;??;1964;??;111.114134;111.114134;111.114° East;-23.508401;23.508° South;Farside;South-East;;104;104;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALDER;AA4863S17788W;;AA;Crater;;;;;;Kurt Alder;UAI 1970 ?;;Not known;Not known;Not known;chemist;Germany;German;20;;Königshütte;1902;Koln;1958;Professor in Koln University in 1940. Nobel prize in 1950 with Otto Diels.;-177.883725;182.116275;177.884° West;-48.625534;48.626° South;Farside;South-West;;77;77;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALDRIN;AA0141N02209E;;AA;Kleiner Krater;;;Entstehungsperiode nicht gefunden;;;Edwin E. Aldrin (ehem. Sabine B);(??);;Kein Name;Kein Name;Kein Name;Astronaut;U. S. A.;amerikanischerer;20;20. Jhd.;?;1930;?;Alive;Pilot der LEM der Mission Apollo 11.  Der zweite Mann, der am 21. Juli 1969 den Mond betrat.;22.089946;22.089946;22.090° East;1.405851;1.406° North;Nearside;Nord-Ost;Ost Teil von Mare Tranquillitatis;3;3;;600;0.1765;Isolierte kreisförmig Formation mit Schüsselform.;;Kleine, steile Stelle.;Kleine, hohe Wände.;Rundliche Ebene.;1;Wenig interessant oder schwierige Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;100;100 mm Reflektor;200 mm Reflektor
ALEKHIN;AA6794S13185W;;AA;Crater;;;;;;Nikolaj P. Alekhin;UAI 1970 ?;;Not known;Not known;Not known;engineer;USSR;Soviet;20;;??;1913;??;1964;Rockets designer.;-131.852393;228.147607;131.852° West;-67.944046;67.944° South;Farside;South-West;;70;70;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALEXANDER;AA4025N01369E;;AA;Umwandete Fläche;;;Pre-Imbrianische (Von -4.55 Mrd. bis -3.85 Mrd. Jahre) ?;;;Alexundre le Grund;Birt / Lee (1865);;Mons Aemus;Kein Name;Calippus;König;Macedonien;macedonischer;-4;4 . Jhd. BC;?;356 BC;Babylone;323 BC;König von Macedoinen von 336 bis 323 BC. Arbeitete an der Expansion seines Königreichs bis Indien. Eroberte Babylon und brannte Persepolis nieder.;13.693154;13.693154;13.693° East;40.251521;40.252° North;Nearside;Nord-Ost;nördlich von der  Mare Serenitatis Region;83;82;;0;0;Komplett abgewrackte Formation.  Dreiecksform.;;Sehr beschädigte Abhänge, angrenzend an Calippus zum Süd-Westen hin.;Kleine, hohe Wände, zusammengebrochen zum Osten hin.;Flache Ebene, gefüllt mit dunkler Lava.  Hügel, Rillen und kleine Krater. Zwei weiße Flecke.;2;Ziemlich interessante Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALFRAGANUS;AA0542S01897E;;AA;Krater;;;Copernicianische (Von -1.1 Mrd. bis heute);;;Muhammad ibn Kathir Al-Farrhanï;(??);;Kein Name;Kein Name;Kein Name;Astronom;Persien;persischer;9;9. Jhd.;Fergana;?;?;?;Autor eines 'Buch der Wissenschaft der Sterne und der Himmelsbewegung'.;18.970617;18.970617;18.971° East;-5.421661;5.422° South;Nearside;Süd-Ost;Theophilus Krater Nord-West Region;22;21;;3830;0.1824;Helle, kreisförmige Formation mit Strahlen.;;Steile Stelle, angrenzend an Alfraganus E und H zum Norden hin und Alfraganus K und M zum Osten hin.;Sehr hohe Wände.;Kleine ausgedehnte und flache Ebene.;3;Sehr interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALHAZEN;AA1591N07183E;;AA;Krater;;;Untere Imbrianische (Von -3.85 Mrd. bis -3.8 Mrd. Jahre);;;Ibn al-Haytham (oder Abu Ali al-Hasan);Schröter (1802);;Kein Name;Kein Name;Kein Name;Mathematiker;Arabien;arabischer;10;10. Jhd.;Bassora;965;Le Caire;1039;Entdecker der Gesetze der Reflexion, Refraktion und Ausbreitung des Lichtes.  Autor von 92 bekannten Arbeiten, davon viele über die Astronomie.;71.827898;71.827898;71.828° East;15.914783;15.915° North;Nearside;Nord-Ost;Mond Ost-Nord-Ost Bogen;33;33;;0;0;Kreisförmige Formation, lokalisiert am Ost Abhang des Mare Crisium.;;Ziemlich steile Stelle.;Hohe Wände in hellen Terrassen.;Flache Ebene.;3;Sehr interessante Formation;2;2 Tage nach Neumond;1 Tag nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALIACENSIS;AA3060S00513E;;AA;Krater;;;Typische Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);;;Pierre d'Ailly;Riccioli (1651);;Elisabethae Palat. Fil.;Mons Antilibanus;Aliacensis;Geograph und Theologe;Frankreich;französischerer;14;14. Jhd.;Compiègne;1350;Avignon;1420;Autor eines Werkes über die Reformation der Kirche im Jahre 1416 und von 'Imago Mundi' ,hervorgerufen durch die Kugelform der Erde.;5.130767;5.130767;5.131° East;-30.595193;30.595° South;Nearside;Süd-Ost;Tycho Krater Ost Region;80;80;;3700;0.0463;Kreisförmige Formation bildet ein bemerkenswertes Paar mit Werner.;;Steile Stelle, angrenzend an Werner zum Nord-Westen hin, ein Paar von Kratern zum Süd-Osten hin und Aliacensis B zum Westen hin.;Sehr hohe Wände, angrenzend an einen anonymen Krater zum Süden hin.;Flache Ebene.  Kleiner Berg  außerhalb der Mitte. Faltige Bergrücken und kleine Krater.;3;Sehr interessante Formation;7;Erstes Viertel;6 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALMANON;AA1685S01514E;;AA;Krater;;;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);;;Abd Allah al-Ma'mun;Riccioli (1651);;Isenburgi;Mons Antitaurus;Almanon;Caliph;Persien;persischer;9;9. Jhd.;Bagdad;786;Tarsus;833;Sohn von Harun Al Raschid.Organisator der Übersetzung ins arabische von wissenschaftlichen und philosophischen Werken alter griechischerer Autoren.;15.135076;15.135076;15.135° East;-16.845028;16.845° South;Nearside;Süd-Ost;östlich von Catharina Krater Region;50;49;;2480;0.0506;Kreisförmige Formation.;;Ziemlich steile Stelle, überlappt zum Nord-Osten hin von Almanon C, zum Süden hin von Almanon A und B, und, angrenzend an Catena Abulfeda zum Norden hin.;Wände höher zum Osten hin als zum Westen hin.;Ziemlich flache Ebene.  Hügel und Kammreihen. Kleine Krater.;3;Sehr interessante Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALOHA;AA2979N05388W;;AA;Crater, craters;;;;;;Hawaiian female first name.;IAU;;;;;;Oceania;Hawaii;;;;;;;;-53.87959;306.12041;53.880° West;29.792609;29.793° North;Nearside;North-West;Seleucus;2.54796;2.54796;;;;;;;;;;;12;Five days after First Quarter;Four days after Last Quarter;;;
ALPETRAGIUS;AA1605S00451W;;AA;Krater;;;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre) ?;;;Nur ed-din al Betrugi;Riccioli (1651);;Mazarinii;Mons Phoenix;Alpetragius;Astronom;Arabien;arabischer;12;12. Jhd.;?;?;?;?;Versuchte das System von Ptolemeus zu verbessern.;-4.510399;355.489601;4.510° West;-16.047972;16.048° South;Nearside;Süd-West;Arzachel Krater Region;40;40;;3900;0.0975;Kreisförmige Formation, gelegen zwischen Alphonsus und Arzachel.;;Steile Stelle, angrenzend an den Geist-Krater Alpetragius X zum Nord-Westen hin, und Alpetragius M und N zum Süd-Osten hin.;Sehr hohe Wände in Terrassen.;Zerklüftete Ebene, kleiner, ausgedehnter und mächtiger Zentralberg.;4;Außergewöhnliche Formation;7;Erstes Viertel;6 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALPHONSUS;AA1339S00285W;;AA;Krater;;;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);;;Alphonse X (oder Alphonse le Sage);Riccioli (1651);;Ludovici XIV Reg. Fran.;Mons Masicytis;Alphonsus;König;Castillien;castillanischer;13;13. Jhd.;Toledo;1221;Sevilla;1284;Initiator der Übersetzung griechischerer und arabischer Werke. Koordinator der Berrechnung der 'Table Alphonsines' welche die astronimischen Tabellen von Ptolemaeus 1256 ersetzten.;-2.846272;357.153728;2.846° West;-13.387937;13.388° South;Nearside;Süd-West;Ptolemaeus Krater Region;118;118;;2730;0.0231;Kreisförmige Formation, bildet ein bemerkenswertes Trio mit Ptolemaeus und Arzachel. Verschiedene beobachtete, überragende Phenomäne, wie eine Gasemission, Spektren wurden erhalten von Kozyrev im November 1958.;;Zerklüftete, steile Stelle, gerillt von kleinen Kratern.;Hohe Wände in Terrassen.;Flache Ebene zum Norden hin, Zerklüftet zum Süden hin, mit schwarzen Flecken. Zentralberg. Kleine Krater und Hügel. Enthält Rimae Alphonsus.;4;Außergewöhnliche Formation;7;Erstes Viertel;6 Tage nach Vollmond;5;Bloses Auge;10x Doppelfernrohr
ALTER;AA1874N10780W;;AA;Crater;;;;;;Dinsmore Alter;UAI 1979 ?;;Not known;Not known;Not known;astronomer;USA;American;20;;??;1888;??;1968;??;-107.796903;252.203097;107.797° West;18.740089;18.740° North;Farside;North-West;;64;64;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
