NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
ANDERS;Cràter;;William A. Anders;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astronauta;Estats Units;americà;20;segle 20è;??;1933;Vivant;Vivant;Astronauta de la missió Apollo 8 al desembre de 1968 amb Frank Borman i Jim Lovell.;-142,9;142,9 ° Oest;-41,3;41,3 ° Sud;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-030-H1;40;40;24;24;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ANDERSON;Cràter;;John A. Anderson;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Estats Units;americà;20;segle 20è;??;1876;??;1959;??;171,1;171,1 ° Est;15,8;15,8 ° Nord;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;II-034-M;109;109;64;64;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ANDERSSON;Cràter;;Leif Erland;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Estats Units;americà;20;segle 20è;??;1943;??;1979;??;-95,3;95,3 ° Oest;-49,7;49,7 ° Sud;Sud-Oest;;VI;Hausen;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;13;13;8;8;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;14;Lluna Plena;6 dies després del Quart Minvant;30;Prismàtics 10X;Ullera de 50 mm
ANDRONOV;Cràter;;Aleksandr Aleksandrovich Andronov;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Físic;URSS;soviètic;20;segle 20è;??;1901;??;1952;??;146,1;146,1 ° Est;-22,7;22,7 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;16;16;9;9;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ANTONIADI;Cràter;;Eugène M. Antoniadi;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;França;francès;20;segle 20è;Estambul;1870;Meudon;1944;Estudis de les superfícies planetàries (Mart i Mercuri notablement) amb la ullera de 82 cm de Meudon. Contrari a la teoria dels canals marcians de Lowell.;-172;172 ° Oest;-69,7;69,7 ° Sud;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;143;143;84;84;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ANUCHIN;Cràter;;Dimitri N. Anuchin;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Geògraf;URSS;soviètic;20;segle 20è;??;1843;??;1923;??;101,3;101,3 ° Est;-49;49 ° Sud;Sud-Est;;V;Hale;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;IV-009-H1 IV-008-M ;57;57;34;34;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;1;2 dies després de la Lluna Nova;1 dia després de la Lluna Plena;30;Prismàtics 10X;Ullera de 50 mm
APOLLO;Cràter;;Missions lunars americanes Apollo;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Allunatges;Estats Units;americans;20;segle 20è;;1967;;1972;Dedicat a les missions humanes americanes Apollo que dugueren 12 astronautes a la superfície de la Lluna.;-151,8;151,8 ° Oest;-36,1;36,1 ° Sud;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;537;537;316;316;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
APPLETON;Cràter;;Sir Edward Victor Appleton;UAI 1985 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Físic;Regne Unit;britànic;20;segle 20è;Bradford;1892;Edimburg;1965;Assistent de Rutherford. Ministre de la investigació en 1939. Estudi sobre la ionosfera. Autor del primer eco radar sobre la Lluna en 1946. Premi Nobel en 1947. ;158,3;158,3 ° Est;37,2;37,2 ° Nord;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-085-H2 V-085-M V-103-M;63;63;37;37;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ARIOSTO;Cràter;;Ludovico Ariosto dit L'Arioste;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Escriptor;Itàlia;italià;16;segle 16è;??;1474;??;1533;??;95,6;95,6 ° Est;-3,6;3,6 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;23;23;14;14;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;1;2 dies després de la Lluna Nova;1 dia després de la Lluna Plena;30;Prismàtics 10X;Ullera de 50 mm
ARMINSKI;Cràter;;Franciszek Arminski;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Polònia;polonès;19;segle 19è;??;1789;??;1848;??;154,2;154,2 ° Est;-16,4;16,4 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;II-075-M II-075-H1;26;26;15;15;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ARRHENIUS;Cràter;;Svante A. Arrhenius;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Científic;Suècia;suec;20;segle 20è;Wijk;1859;Estocolm;1927;Rector de la universitat de Estocolm en 1897. Director de l'institut Nobel en 1905. Teoria de la ionització dels electròlits en 1887. Autor de la hipòtesi de la panspèrmia en 1900 i d'una teoria cosmogònica. Premi Nobel de química en 1903.;-91,3;91,3 ° Oest;-55,6;55,6 ° Sud;Sud-Oest;;VI;Hausen;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;IV-038-H2 IV-193-H3;40;40;24;24;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;14;Lluna Plena;6 dies després del Quart Minvant;30;Prismàtics 10X;Ullera de 50 mm
ARTAMONOV;Cràter;;Nikolaj N. Artamonov;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Enginyer;URSS;soviètic;20;segle 20è;??;1906;??;1965;Científic implicat en el programa de llançaments espacials soviètics.;103,5;103,5 ° Est;25,5;25,5 ° Nord;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;60;60;35;35;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ARTEM'EV;Cràter;;Vladimir A. Artem'ev;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Enginyer;URSS;soviètic;20;segle 20è;??;1885;??;1962;Científic implicat en el programa de llançaments espacials soviètics.;-144,4;144,4 ° Oest;10,8;10,8 ° Nord;Nord-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-032-M;67;67;39;39;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
AVICENNA;Cràter;;Abu Ali Al Husayn Ibn Sina;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Filòsof;Iran;iranià;11;segle 11è;Afchana;980;Hamadhan;1037;Metge del príncep de Bukhara. Autor del Cànon de la medicina. Descripció de nombroses malalties i del seu tractament. Autor d'una cosmologia basada sobre els éssers possibles i necessaris.;-97,2;97,2 ° Oest;39,7;39,7 ° Nord;Nord-Oest;;VIII;Röntgen;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;74;74;44;44;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;14;Lluna Plena;6 dies després del Quart Minvant;30;Prismàtics 10X;Ullera de 50 mm
AVOGADRO;Cràter;;Amedeo (Conte Di Quarengna e Cerreto);UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Químic;Itàlia;italià;19;segle 19è;Torí;1776;Torí;1856;Professor de física a la universitat de Torí en 1820. Descobridor del nombre d'àtoms en un àtom-gram. Autor d'una llei sobre la densitat dels gasos.;164,9;164,9 ° Est;63,1;63,1 ° Nord;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;139;139;82;82;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BABAKIN;Cràter;;Georgij N. Babakin;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Enginyer;URSS;soviètic;20;segle 20è;??;1914;??;1971;Científic implicat en el programa de llançaments espacials soviètics.;123,3;123,3 ° Est;-20,8;20,8 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;20;20;12;12;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BABCOCK;Cràter;;Harold D. Babcock;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Estats Units;americà;20;segle 20è;??;1882;??;1968;??;93,9;93,9 ° Est;4,2;4,2 ° Nord;Nord-Est;;III;Mare Marginis;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;99;99;58;58;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;1;2 dies després de la Lluna Nova;1 dia després de la Lluna Plena;30;Prismàtics 10X;Ullera de 50 mm
BACKLUND;Cràter;;Oscar A. Backlund;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Suècia;suec;19;segle 19è;Karlstad;1846;Poulkovo;1916;Director de l'observatori de Pulkovo en 1895. Estudi de la mecànica celest.;103;103 ° Est;-16;16 ° Nord;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;II-196-H3 II-196-M;75;75;44;44;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;1;2 dies després de la Lluna Nova;1 dia després de la Lluna Plena;30;Prismàtics 10X;Ullera de 50 mm
BALANDIN;Cràter;;A. A. Balandin;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Químic;URSS;soviètic;20;segle 20è;??;1914;??;1971;??;152,6;152,6 ° Est;-18,9;18,9 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;12;12;7;7;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BALDET;Cràter;;Francois Baldet;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;França;francès;20;segle 20è;??;1885;??;1964;??;-151,1;151,1 ° Oest;-53,3;53,3 ° Sud;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-030-H1;55;55;32;32;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BALZAC;Cràter;;Honoré de Balzac;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Escriptor;França;francès;19;segle 19è;??;1799;??;1850;Autor de la Comèdia humana.;95;95 ° Est;-8;8 ° Nord;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;39;39;23;23;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;1;2 dies després de la Lluna Nova;1 dia després de la Lluna Plena;30;Prismàtics 10X;Ullera de 50 mm
BARBIER;Cràter;;Daniel Barbier;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrofísic;França;francès;20;segle 20è;Lió;1907;Manosque;1965;Estudi sobre la espectrofotometria estel·lar. Classificació espectral dels estels amb D.Chalonge. Organitzador d'una xarxa internacional de vigilància de la lluminositat de l'atmosfera.;157,9;157,9 ° Est;-23,8;23,8 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;II-075-M II-075-H2;66;66;39;39;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BARRINGER;Cràter;;Daniel M. Barringer;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Geòleg;Estats Units;americà;20;segle 20è;??;1860;??;1929;Estudi del Meteor Crater en Arizona. Autor de l'origen meteorític dels cràters lunars.;-149,7;149,7 ° Oest;-28;28 ° Nord;Nord-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-030-H2;68;68;40;40;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BAUDELAIRE;Cràter;;Pierre Charles Baudelaire;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Poeta;França;francès;19;segle 19è;??;1821;??;1867;;-89,8;89,8 ° Oest;24,5;24,5 ° Nord;Nord-Oest;;VIII;Röntgen;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;IV-188-H3 IV-196-H3;15;15;9;9;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;14;Lluna Plena;6 dies després del Quart Minvant;30;Prismàtics 10X;Ullera de 50 mm
BAWA;Cràter;;Bawa;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Nom propi femení;Àfrica;africà;;;;;;;;123,1;123,1 ° Est;-23,2;23,2 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;10;10;6;6;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BECQUEREL;Cràter;;Antoine H. Becquerel;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Físic;França;francès;19;segle 19è;Châtilon sur Loing;1788;París;1878;Descobridor de la piezoelectricitat en 1819 i de la pila fotovoltaica en 1839. Inventor de l'actinòmetre electroquímic. ;125,2;125,2 ° Est;-1,9;1,9 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;65;65;38;38;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BECVAR;Cràter;;Antonin Becvar;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Txecoslovàquia;txecoslovac;20;segle 20è;??;1901;??;1965;Autor de diversos atles celests i estel·lars.;129,7;129,7 ° Est;40,7;40,7 ° Nord;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-158-M V-163-M;67;67;39;39;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BEIJERINCK;Cràter;;Martinus W. Beijerink;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Botànic;Països Baixos;holandès;20;segle 20è;??;1851;??;1931;??;151,8;151,8 ° Est;-13,5;13,5 ° Sud;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;70;70;41;41;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BELL;Cràter;;Alexander G. Bell;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Inventor;Regne Unit;escocès;20;segle 20è;Edimburg;1847;Baddeck;1922;Professor de fisiologia vocal a Boston, 1873. Inventor del telèfon a 1876.;-96,4;96,4 ° Oest;21,8;21,8 ° Nord;Nord-Oest;;VIII;Röntgen;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;IV-196-H3;86;86;51;51;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;14;Lluna Plena;6 dies després del Quart Minvant;30;Prismàtics 10X;Ullera de 50 mm
BELLINSGAUZEN;Cràter;;Faddey F. Bellingshausen;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Explorador;Rússia;rus;19;segle 19è;??;1778;??;1852;??;-164,6;164,6 ° Oest;-60,6;60,6 ° Sud;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;63;63;37;37;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
