NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
AL-BAKRI;Krater;Imbrianische (Von -3.85 Mrd. bis -3.2 Mrd. Jahre) ?;Abu Ubayd Abd Allah al-Bakri (ehem. Tacquet A);(??);Kein Name;Kein Name;Kein Name;Geograph;Arabien;arabischer;11;11. Jhd.;Cordoue;1040;Cordoue;1094;Spezialist für Nordafrika und Arabien.  Autor eines 'Wörterbuch der Geographie' und einer 'Geographischen Beschreibung der bekannten Welt';20.2;20.2° Ost;14.3;14.3° Nord;Nord-Ost;Ost-Teil von Mare Tranquillitatis;35;Arago;284;1c4;343N/C 148C 154C 161C;;;12;12;7;7;1000;3000;0.0833;A________________________A;Isolierte, kreisförmige Formation.;Kleine, steile Stelle, angrenzend zum Süden hin an 2 Kammreihen, in Richtung Nord Süd orientiert.;Kleine, hohe Wände.;Ausgedehnte, flache Ebene, gefüllt mit Lava.;2;Ziemlich interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
ALBATEGNIUS;Umwandete Fläche;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);Muhammad ibn al-Battani;Riccioli (1651);Ferdinundi III Imp. Rom.;Mons Didymus;Albategnius;Astronom;Arabien;arabischer;9;9. Jhd.;Harran;858;Qasr al Djiss;929;Autor der 'Zidj' verbessert astronomische Wissenschaft der Sterne dieser Periode. MesSonneg der Neigung der Ekliptik.;4.1;4.1° Ost;-11.2;11.2° Süd;Süd-Ost;Ptolemaeus Krater Region;44;Ptolemaeus;204;13e5 / 13f5;357C 003C/S 161C/S 167C 174C;;;136;136;82;82;0;0;0.0287;A___________________________________________________________________________A;Beschädigte, kreisförmige Formation.;Steile Stelle, gerillt von kleinen Kratern.;Hohe Wände, zerfurcht von vielen Kratern, welche zum Westen hin kleiner werden und von Albategius B zum Norden hin.;Große, flache Ebene.  Weiße Flecke zum Westen hin.  Zentralberg. Vertiefungen und kleine Krater.;4;Außergewöhnliche Formation;7;Erstes Viertel;6 Tage nach Vollmond;5;Bloses Auge;10x Doppelfernrohr
ALDRIN;Kleiner Krater;Entstehungsperiode nicht gefunden;Edwin E. Aldrin (ehem. Sabine B);(??);Kein Name;Kein Name;Kein Name;Astronaut;U. S. A.;amerikanischerer;20;20. Jhd.;?;1930;?;Alive;Pilot der LEM der Mission Apollo 11.  Der zweite Mann, der am 21. Juli 1969 den Mond betrat.;22.1;22.1° Ost;1.4;1.4° Nord;Nord-Ost;Ost Teil von Mare Tranquillitatis;35;Arago;276;;;;;3.4;3.4;2;2;600;1800;0.1765;A__________A;Isolierte kreisförmig Formation mit Schüsselform.;Kleine, steile Stelle.;Kleine, hohe Wände.;Rundliche Ebene.;1;Wenig interessant oder schwierige Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;100;100 mm Reflektor;200 mm Reflektor
ALEXANDER;Umwandete Fläche;Pre-Imbrianische (Von -4.55 Mrd. bis -3.85 Mrd. Jahre) ?;Alexundre le Grund;Birt / Lee (1865);Mons Aemus;Kein Name;Calippus;König;Macedonien;macedonischer;-4;4 . Jhd. BC;?;356 BC;Babylone;323 BC;König von Macedoinen von 336 bis 323 BC. Arbeitete an der Expansion seines Königreichs bis Indien. Eroberte Babylon und brannte Persepolis nieder.;13.5;13.5° Ost;40.3;40.3° Nord;Nord-Ost;nördlich von der  Mare Serenitatis Region;13;Eudoxus;350;2d3;351N 154N 161N;;;82;82;50;50;0;0;0;Unbekannte Höhe. Kann nicht gezeigt werden.;Komplett abgewrackte Formation.  Dreiecksform.;Sehr beschädigte Abhänge, angrenzend an Calippus zum Süd-Westen hin.;Kleine, hohe Wände, zusammengebrochen zum Osten hin.;Flache Ebene, gefüllt mit dunkler Lava.  Hügel, Rillen und kleine Krater. Zwei weiße Flecke.;2;Ziemlich interessante Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALFRAGANUS;Krater;Copernicianische (Von -1.1 Mrd. bis heute);Muhammad ibn Kathir Al-Farrhanï;(??);Kein Name;Kein Name;Kein Name;Astronom;Persien;persischer;9;9. Jhd.;Fergana;?;?;?;Autor eines 'Buch der Wissenschaft der Sterne und der Himmelsbewegung'.;19;19.0° Ost;-5.4;5.4° Süd;Süd-Ost;Theophilus Krater Nord-West Region;46;Theophilus;236;13b6;343C 148C 154C 161C;;;21;21;13;13;3830;11600;0.1824;A__________A;Helle, kreisförmige Formation mit Strahlen.;Steile Stelle, angrenzend an Alfraganus E und H zum Norden hin und Alfraganus K und M zum Osten hin.;Sehr hohe Wände.;Kleine ausgedehnte und flache Ebene.;3;Sehr interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALHAZEN;Krater;Untere Imbrianische (Von -3.85 Mrd. bis -3.8 Mrd. Jahre);Ibn al-Haytham (oder Abu Ali al-Hasan);Schröter (1802);Kein Name;Kein Name;Kein Name;Mathematiker;Arabien;arabischer;10;10. Jhd.;Bassora;965;Le Caire;1039;Entdecker der Gesetze der Reflexion, Refraktion und Ausbreitung des Lichtes.  Autor von 92 bekannten Arbeiten, davon viele über die Astronomie.;71.8;71.8° Ost;15.9;15.9° Nord;Nord-Ost;Mond Ost-Nord-Ost Bogen;27;Plutarch;229;3b4;291N 303C Q1E Q4E 099N I05N;;;33;33;20;20;0;0;0;Unbekannte Höhe. Kann nicht gezeigt werden.;Kreisförmige Formation, lokalisiert am Ost Abhang des Mare Crisium.;Ziemlich steile Stelle.;Hohe Wände in hellen Terrassen.;Flache Ebene.;3;Sehr interessante Formation;2;2 Tage nach Neumond;1 Tag nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALIACENSIS;Krater;Typische Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);Pierre d'Ailly;Riccioli (1651);Elisabethae Palat. Fil.;Mons Antilibanus;Aliacensis;Geograph und Theologe;Frankreich;französischerer;14;14. Jhd.;Compiègne;1350;Avignon;1420;Autor eines Werkes über die Reformation der Kirche im Jahre 1416 und von 'Imago Mundi' ,hervorgerufen durch die Kugelform der Erde.;5;5.0° Ost;-30.6;30.6° Süd;Süd-Ost;Tycho Krater Ost Region;65;Walter;122;10a8 / 13f1 / 14e8;357S 003S 161S 167S 174S	;;;77;77;48;48;3700;11200;0.0463;A______________________________________________A;Kreisförmige Formation bildet ein bemerkenswertes Paar mit Werner.;Steile Stelle, angrenzend an Werner zum Nord-Westen hin, ein Paar von Kratern zum Süd-Osten hin und Aliacensis B zum Westen hin.;Sehr hohe Wände, angrenzend an einen anonymen Krater zum Süden hin.;Flache Ebene.  Kleiner Berg  außerhalb der Mitte. Faltige Bergrücken und kleine Krater.;3;Sehr interessante Formation;7;Erstes Viertel;6 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALMANON;Krater;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);Abd Allah al-Ma'mun;Riccioli (1651);Isenburgi;Mons Antitaurus;Almanon;Caliph;Persien;persischer;9;9. Jhd.;Bagdad;786;Tarsus;833;Sohn von Harun Al Raschid.Organisator der Übersetzung ins arabische von wissenschaftlichen und philosophischen Werken alter griechischerer Autoren.;15.2;15.2° Ost;-16.8;16.8° Süd;Süd-Ost;östlich von Catharina Krater Region;56;Azophi;198;13c4;351S 154S 161S 167C;;;49;49;30;30;2480;7500;0.0506;A__________________________________________A;Kreisförmige Formation.;Ziemlich steile Stelle, überlappt zum Nord-Osten hin von Almanon C, zum Süden hin von Almanon A und B, und, angrenzend an Catena Abulfeda zum Norden hin.;Wände höher zum Osten hin als zum Westen hin.;Ziemlich flache Ebene.  Hügel und Kammreihen. Kleine Krater.;3;Sehr interessante Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
AL-MARRAKUSHI;Kleiner Krater;Copernicianische (Von -1.1 Mrd. bis heute) ?;Al-Marrakushi (ehem. Langrenus D);(??);Kein Name;Kein Name;Kein Name;Astronom;Arabien;arabischer;13;13. Jhd.;?;?;?;1262;??;55.8;55.8° Ost;-10.4;10.4° Süd;Süd-Ost;Ost Teil von Mare Fecunditatis;48;Messier;0;15c5 / 15c6;309C/S 119C 124C;;;8;8;5;5;1110;3400;0.1388;A______________A;Kreisförmige Formation mit Schüsselform.;Kleine, steile Stelle, angrenzend an einem kleinen Doppel-Krater zum Westen hin und einem kleinen Dreifach-Krater zum Norden hin.;Kleine, hohe Wände.;Rundliche Ebene.;2;Ziemlich interessante Formation;3;3 Tage nach Neumond;2 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
ALPETRAGIUS;Krater;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre) ?;Nur ed-din al Betrugi;Riccioli (1651);Mazarinii;Mons Phoenix;Alpetragius;Astronom;Arabien;arabischer;12;12. Jhd.;?;?;?;?;Versuchte das System von Ptolemeus zu verbessern.;-4.5;4.5° West;-16;16.0° Süd;Süd-West;Arzachel Krater Region;55;Arzachel;164;9a4 / 13g4;009S 018C/S 174S 17/9C 183S;;;40;40;24;24;3900;11800;0.0975;A_____________________A;Kreisförmige Formation, gelegen zwischen Alphonsus und Arzachel.;Steile Stelle, angrenzend an den Geist-Krater Alpetragius X zum Nord-Westen hin, und Alpetragius M und N zum Süd-Osten hin.;Sehr hohe Wände in Terrassen.;Zerklüftete Ebene, kleiner, ausgedehnter und mächtiger Zentralberg.;4;Außergewöhnliche Formation;7;Erstes Viertel;6 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
ALPHONSUS;Krater;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);Alphonse X (oder Alphonse le Sage);Riccioli (1651);Ludovici XIV Reg. Fran.;Mons Masicytis;Alphonsus;König;Castillien;castillanischer;13;13. Jhd.;Toledo;1221;Sevilla;1284;Initiator der Übersetzung griechischerer und arabischer Werke. Koordinator der Berrechnung der 'Table Alphonsines' welche die astronimischen Tabellen von Ptolemaeus 1256 ersetzten.;-2.8;2.8° West;-13.4;13.4° Süd;Süd-West;Ptolemaeus Krater Region;44;Ptolemaeus;208;9a4 / 13g5;003S 009C/S 174C/S 179C I83C;;;118;118;71;71;2730;8300;0.0231;A______________________________________________________________________________________________A;Kreisförmige Formation, bildet ein bemerkenswertes Trio mit Ptolemaeus und Arzachel. Verschiedene beobachtete, überragende Phenomäne, wie eine Gasemission, Spektren wurden erhalten von Kozyrev im November 1958.;Zerklüftete, steile Stelle, gerillt von kleinen Kratern.;Hohe Wände in Terrassen.;Flache Ebene zum Norden hin, Zerklüftet zum Süden hin, mit schwarzen Flecken. Zentralberg. Kleine Krater und Hügel. Enthält Rimae Alphonsus.;4;Außergewöhnliche Formation;7;Erstes Viertel;6 Tage nach Vollmond;5;Bloses Auge;10x Doppelfernrohr
AMEGHINO;Kleiner Krater;Entstehungsperiode nicht gefunden;Florentino Ameghino (ehem. Apollonius C);(??);Kein Name;Kein Name;Kein Name;Historiker;Italien;italienischerer;19;19. Jhd.;?;1854;?;1911;??;57;57.0° Ost;3.3;3.3° Nord;Nord-Ost;Mond Ost Bogen;38;Neper;229;3b1;309C 112S 119C;;;9;9;5;5;0;0;0;Unbekannte Höhe. Kann nicht gezeigt werden.;Isolierte, kreisförmige Formation mit Schüsselform.;Ziemlich steile Stelle.;Kleine, hohe Wände.;Rundliche Ebene.;1;Wenig interessant oder schwierige Formation;3;3 Tage nach Neumond;2 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
AMMONIUS;Kleiner Krater;Copernicianische (Von -1.1 Mrd. bis heute) ?;Ammonios dit Saccas (ehem. Ptolemaeus A);(??);Kein Name;Kein Name;Kein Name;Philosoph;Griechenland;griechischerer;3;3. Jhd. ;?;?;?;?;Erfinder einer neuen Plato-Schule, auch genannt Schule von Alexundria.;-0.8;0.8° West;-8.5;8.5° Süd;Süd-West;Ptolemaeus Krater Region;44;Ptolemaeus;206;13g6;003C 174C 179C;;;9;9;5;5;1850;5600;0.2056;A_________A;Kreisförmige Formation mit Schüsselform, gelegen im Gebiet von Ptolemaeus.;Kleine, steile Stelle.;Ziemlich hohe Wände.;Rundliche Ebene.;2;Ziemlich interessante Formation;7;Erstes Viertel;6 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
AMONTONS;Kleiner Krater;Imbrianische (Von -3.85 Mrd. bis -3.2 Mrd. Jahre) ?;Guillaume Amontons;(??);Kein Name;Kein Name;Kein Name;Physiker;Frankreich;französischerer;17;17. Jhd.;Paris;1663;Paris;1705;Erfinder vieler Geräte wie verschiedene Thermometer, eines Pyrometers, einer Rotationspumpe und eines Telegraphen mit Lichtsignalen. Mitglied der Akademie der Wissenschaften 1699.;46.8;46.8° Ost;-5.3;5.3° Süd;Süd-Ost;Ost Teil von Mare Fecunditatis;48;Messier;231;;181C;;;3;3;2;2;0;0;0;Unbekannte Höhe. Kann nicht gezeigt werden.;Isolierte, kreisförmige Formation mit Schüsselform.;Kleine, steile Stelle mit hellem Fleck zum Osten hin;Kleine, hohe Wände.;Rundliche Ebene.;1;Wenig interessant oder schwierige Formation;4;4 Tage nach Neumond;3 Tage nach Vollmond;100;100 mm Reflektor;200 mm Reflektor
AMUNDSEN;Krater;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre);Roald Amundsen;(??);Kein Name;Kein Name;Kein Name;Entdecker;Norwegen;norwegischer;20;20. Jhd.;Hvitsen;1872;Arktik;1928;Spezialist für die Antarktik. Mit der 'Fram' erreichte er als erster den geographischen Südpol am 14. Dezember 1911, und überflog 1926 den Nordpol in einem lenkbaren Luftschiff.  Verschwand bei der Forschungsexpedition von Nobile.;82;82.0° Ost;-84.5;84.5° Süd;Süd-Ost;Mond Süd Bogen;73;Moretus;44;14d1;323S 343S Q3S Q4S 099S 105S 112S;;;103;103;64;64;0;0;0;Unbekannte Höhe. Kann nicht gezeigt werden.;Kreisförmige Formation, gelegen in der Liberationszone.;Steile Stelle, angrenzend an einen anonymen Krater zum Osten hin und einen anderen zum Süden hin.;Hohe Wände in Terrassen.;Flache Ebene.  Zentralberg.;2;Ziemlich interessante Formation;2;2 Tage nach Neumond;1 Tag nach Vollmond;5;Bloses Auge;10x Doppelfernrohr
ANAXAGORAS;Krater;Copernicianische (Von -1.1 Mrd. bis heute);Anaxagore;(??);Kein Name;Kein Name;Kein Name;Philosoph;Griechenland;griechischerer;-6;6 . Jhd. BC;Clazomenes;500 BC;Lampsaque;428 BC;Erschaffer der ersten Philosophieschule Athens. Lehrer von Pericles, Euripide und Socrates.  Erklärung der Finsternis.  Arbeiten über Anatomie.;-10.1;10.1° West;73.4;73.4° Nord;Nord-West;Mond Nord Bogen;4;Archytas;400;2g7 / 2g8 / 6b8;009N 018N 024N 029N 036N 100N 106N 143N 161N 174N 179N 183N;;;51;51;31;31;0;0;0;Unbekannte Höhe. Kann nicht gezeigt werden.;Überlappt die West-Wand von Goldschmidt.  Kreisförmige Formation.  Strahlen.;Steile Stelle.;Hohe Wände.;Zerklüftete Ebene. Kleiner Zentralberg.;3;Sehr interessante Formation;8;1 Tag nach Erstes Viertel;Letztes Viertel;30;10x Doppelfernrohr;50 mm Refraktor
ANAXIMANDER;Krater;Pre-Nectarianische (Von -4.55 Mrd. bis -3.92 Mrd. Jahre)?;Anaximundre;(??);Kein Name;Kein Name;Kein Name;Philosoph und Astronom;Griechenland;griechischerer;-7;7 . Jhd. BC;Milet;611 BC;Milet;547 BC;Erfinder der Sonnenuhr.  Schlägt eine flache, kreisförmige Erde vor.  Eine Weltkarte ist bekannt.  Entdeckung des Polarsterns und der Neigung der Ekliptic.;-51.3;51.3° West;66.9;66.9° Nord;Nord-West;Mond Nord-Nord-West Bogen;2;Pythagoras;405;60000000;055N 061N 067N 075N 080N 201N 205N 213N;;;68;68;41;41;2800;8500;0.0412;A____________________________________________________A;Abgewrackte Formation.;Kleine, steile Stelle, stößt an Carpenter zum Norden hin an und an Anaximander D zum Süden hin.;Kleine, hohe Wände, zerfurcht von einem kleinen Krater zum Norden hin und abfallend zum Süden hin.;Flache Ebene, verbunden Anaximander D zum Süden hin. Kleine Krater und eine Reihe von Kämmen.;3;Sehr interessante Formation;11;4 Tage nach ersterm Viertel;3 Tage nach letztem Viertel;30;10x Doppelfernrohr;50 mm Refraktor
