NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
ANDERS;Cratere;;William A. Anders;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronauta;USA;americano;20;20° secolo;??;1933;;;Astronauta della missione Apollo 8 nel dicembre 1968 con Frank Borman e Jim Lovell.;-142.9;142.9 ° Ovest;-41.3;41.3 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-030-H1;40;40;24;24;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ANDERSON;Cratere;;John A. Anderson;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1876;??;1959;??;171.1;171.1 ° Est;15.8;15.8 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;II-034-M;109;109;64;64;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ANDERSSON;Cratere;;Leif Erland;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1943;??;1979;??;-95.3;95.3 ° Ovest;-49.7;49.7 ° Sud;Sud-Ovest;;VI;Hausen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;13;13;8;8;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm
ANDRONOV;Cratere;;Aleksandr Aleksandrovich Andronov;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;URSS;sovietico;20;20° secolo;??;1901;??;1952;??;146.1;146.1 ° Est;-22.7;22.7 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;16;16;9;9;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ANTONIADI;Cratere;;Eugène M. Antoniadi;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Francia;francese;20;20° secolo;Istanbul;1870;Meudon;1944;Studi della superficie dei pianeti (principalmente Marte e Mercurio) con il rifrattore da 82 cm di Meudon. Oppositore della teoria di Lowell dei canali di Marte.;-172;172 ° Ovest;-69.7;69.7 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;143;143;84;84;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ANUCHIN;Cratere;;Dimitri N. Anuchin;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Geografo;URSS;sovietico;20;20° secolo;??;1843;??;1923;??;101.3;101.3 ° Est;-49;49 ° Sud;Sud-Est;;V;Hale;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;IV-009-H1 IV-008-M;57;57;34;34;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
APOLLO;Cratere;;Missioni americane Apollo (dal 1967 al 1972);UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;;;;;;;;;;Dedicato alle missioni americane Apollo che hanno portato 12 astronauti sulla superficie della Luna.;-151.8;151.8 ° Ovest;-36.1;36.1 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;537;537;316;316;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
APPLETON;Cratere;;Sir Edward Victor Appleton;UAI 1985 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Gran Bretagna;britannico;20;20° secolo;Bradford;1892;Edimburgo;1965;Assistente di Rutherford. Ministro della Ricerca nel 1939. Studi sulla ionosfera. Autore del primo eco radar dalla Luna nel 1946. Premio Nobel nel 1947.;158.3;158.3 ° Est;37.2;37.2 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-085-H2 V-085-M V-103-M;63;63;37;37;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ARIOSTO;Cratere;;Ludovico Ariosto;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Scrittore;Italia;italiano;16;16° secolo;??;1474;??;1533;??;95.6;95.6 ° Est;-3.6;3.6 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;23;23;14;14;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
ARMINSKI;Cratere;;Franciszek Arminski;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Polonia;polacco;19;19° secolo;??;1789;??;1848;??;154.2;154.2 ° Est;-16.4;16.4 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;II-075-M II-075-H1;26;26;15;15;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ARRHENIUS;Cratere;;Svante A. Arrhenius;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Scienziato;Svezia;svedese;20;20° secolo;Wijk;1859;Stoccolma;1927;Direttore l'Università di Stoccolma nel 1897. Direttore l'Istituto Nobel nel 1905. Autore della teoria della ionizzazione degli elettroliti nel 1887. Autore l'ipotesi della 'panspermia' nel 1900 e di una teoria cosmogonica. Premio Nobel per la Chimica nel 1903.;-91.3;91.3 ° Ovest;-55.6;55.6 ° Sud;Sud-Ovest;;VI;Hausen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;IV-038-H2 IV-193-H3;40;40;24;24;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm
ARTAMONOV;Cratere;;Nikolaj N. Artamonov;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ingegnere;URSS;sovietico;20;20° secolo;??;1906;??;1965;Ricercatore che ha partecipato al programma spaziale sovietico.;103.5;103.5 ° Est;25.5;25.5 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;60;60;35;35;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ARTEM'EV;Cratere;;Vladimir A. Artem'ev;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ingegnere;URSS;sovietico;20;20° secolo;??;1885;??;1962;Ricercatore che ha partecipato al programma spaziale sovietico.;-144.4;144.4 ° Ovest;10.8;10.8 ° Nord;Nord-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-032-M;67;67;39;39;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AVICENNA;Cratere;;Abu Ali Al Husayn Ibn Sina;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Filosofo;Iran;iraniano;11;l'11° secolo;Afchana;980;Hamadhan;1037;Medico del Principe Boukhara. Autore di un canone della medicina. Descrizione di numerose malattie e del loro trattamento. Autore di una cosmologia basata sugli esseri possibili e necessari.;-97.2;97.2 ° Ovest;39.7;39.7 ° Nord;Nord-Ovest;;VIII;Röntgen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;74;74;44;44;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm
AVOGADRO;Cratere;;Amedeo (Conte Di Quaregna e Cerreto);UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Chimico;Italia;italiano;19;19° secolo;Torino;1776;Torino;1856;Professore di Fisica all'Università di Torino nel 1820. Scopritore del numero di atomi in un grammo-atomo. Autore di una legge sulla densità dei gas.;164.9;164.9 ° Est;63.1;63.1 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;139;139;82;82;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
BABAKIN;Cratere;;Georgij N. Babakin;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ingegnere;URSS;sovietico;20;20° secolo;??;1914;??;1971;Ricercatore che ha partecipato al programma spaziale sovietico.;123.3;123.3 ° Est;-20.8;20.8 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;20;20;12;12;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
BABCOCK;Cratere;;Harold D. Babcock;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1882;??;1968;??;93.9;93.9 ° Est;4.2;4.2 ° Nord;Nord-Est;;III;Mare Marginis;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;99;99;58;58;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
BACKLUND;Cratere;;Oscar A. Backlund;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Svezia;svedese;19;19° secolo;Karlstad;1846;Poulkovo;1916;Direttore l'Osservatorio di Pulkovo nel 1895. Studi di meccanica celeste.;103;103 ° Est;-16;16 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;II-196-H3 II-196-M;75;75;44;44;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Circular formation situated in the librations zone;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
BALANDIN;Cratere;;A. A. Balandin;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Chimico;URSS;sovietico;20;20° secolo;??;1914;??;1971;??;152.6;152.6 ° Est;-18.9;18.9 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;12;12;7;7;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
BALDET;Cratere;;Francois Baldet;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Francia;francese;20;20° secolo;??;1885;??;1964;??;-151.1;151.1 ° Ovest;-53.3;53.3 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-030-H1;55;55;32;32;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
BALZAC;Cratere;;Honoré de Balzac;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Scrittore;Francia;francese;19;19° secolo;??;1799;??;1850;Autore della 'Commedia Umana'.;95;95 ° Est;-8;8 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;39;39;23;23;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Circular formation situated in the librations zone;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
BARBIER;Cratere;;Daniel Barbier;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astrofisico;Francia;francese;20;20° secolo;Lione;1907;Manosque;1965;Studi di spettrofotometria stellare. Classificazione spettrale delle stelle con D. Chalonge. Organizzatore di una rete internazionale di osservazione della luminescenza atmosferica.;157.9;157.9 ° Est;-23.8;23.8 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;II-075-M II-075-H2;66;66;39;39;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
BARRINGER;Cratere;;Daniel M. Barringer;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Geologo;USA;americano;20;20° secolo;??;1860;??;1929;Studi sul 'Meteor Crater' in Arizona. Sostenitore dell'origine meteoritica dei crateri lunari.;-149.7;149.7 ° Ovest;-28;28 ° Nord;Nord-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-030-H2;68;68;40;40;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
BAUDELAIRE;Cratere;;Pierre Charles Baudelaire;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Poetaa;Francia;francese;19;19° secolo;??;1821;??;1867;;-89.8;89.8 ° Ovest;24.5;24.5 ° Nord;Nord-Ovest;;VIII;Röntgen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;IV-188-H3 IV-196-H3;15;15;9;9;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm
