NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
SURVEYOR 1;Sonda / Alunizaje suave;30/05/1966;Surveyor 1;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-43,2;43,2° Oeste;-2,5;2,5° Sur;Sur-Oeste;Área al Suroeste de Oceanus Procellarum;40;Flamsteed;221;No indicado;No indicado;;IV-097-H3;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 30 de Mayo de 1966 a las 14h 41mn (UT) desde Cabo Kennedy.;Sonda destacando sus 330 kg en equipamiento y 537 kg en propelentes. 1 retrocohete utilizado hasta 97 km de altitud y 3 motores de descenso cortando a 5 m de altitud. 1 cámara de TV en color. 3 patas de 4.2 m de ancho. Mástil de 3 m de altura con paneles solares y antena de alta ganancia.;Alunizaje suave el 2 de Junio de 1966 a 50 km de distancia del sitio planeado. 11237 fotografías transmitidas. Confirmación de suelo difícil. En funcionamiento hasta de octubre de 1966. Reactivada en enero de 1967.;;0;Formación invisible;11;Cuatro días después del Cuarto Creciente;Tres días después del Cuarto Menguante;999;Invisible;Invisible
LUNAR ORBITER 1;Sonda / Impacto involuntario;10/08/1966;Lunar Orbiter 1;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-160,72;160,72° Oeste ?;6,35;6,35° Norte ?;Norte-Oeste;No definido;Sin mapa;;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 10 de Agosto 1966 a las 19h 26mn (UT) desde Cabo Kennedy.;Orbitador lunar cuyo objetivo fue el de fotografiar sitios potenciales de alunizaje humano. 1.65 m de altura. 1.5 m de ancho. Cuatro paneles solares de 3.72 m de expansión.;Altitud de la órbita más baja 40,5 km. 42 fotografías de alta resolución y 187 fotografías de media resolución tomadas desde el 18 de Agosto hasta el 29 de Agosto y leídas a partir del 14 de Septiembre  Impacto el 29 de Octubre de 1966 durante la órbita 577. ;Primeras fotografías de la Tierra tomadas desde la Luna. Detección de la forma de pera de la Luna. Sin impactos meteoríticos en la sonda.;0;Formación invisible;Invisible;Invisible;Invisible;999;Invisible;Invisible
SURVEYOR 2;Sonda / Impacto involuntario;20/09/1966;Surveyor 2;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-11;11,0° Oeste;3,9;3,9° Norte;Norte-Oeste;Área al Sur del cráter Eratosthenes;32;Stadius;247;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 20 de Septiembre de 1966 a las 12h 32mn (UT) desde Cabo Kennedy.;Sonda destacando sus 330 kg en equipamiento y 537 kg en propelentes. 1 retrocohete utilizado hasta 97 km de altitud y 3 motores de descenso cortando a 5 m de altitud. 1 cámara de TV en color. 3 patas 4.2 m de ancho. Mástil de 3 m de altura con paneles solares y antena de alta ganancia.;Fallo en el motor de descenso. Impacto el 22 de Septiembre de 1966.;;0;Formación invisible;8;Un día después del Cuarto Creciente;Cuarto Menguante;999;Invisible;Invisible
LUNAR ORBITER 2;Sonda / Impacto involuntario;06/11/1966;Lunar Orbiter 2;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-119,1;119,1° Oeste ?;2,9;2,9° Norte ?;Norte-Oeste;No definido;Sin mapa;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 6 Noviembre 1966 a las 23h 21mn (UT) desde Cabo Kennedy.;Orbitador lunar cuyo objetivo fue el de fotografiar sitios potenciales de alunizaje humano. 1.65 m de altura. 1.5 m de ancho. Cuatro paneles solares 3.72 m de expansión.;Altitud de la órbita más baja 49,7 km. 609 fotografías de alta resolución (hasta 1 m) y 208 fotografías de media resolución tomadas desde el 18 de Agosto hasta el 25 de Noviembre y leídas desde 17 de Diciembre. Impacto el 11 de Octubre 1967. ;Espectacular fotografía oblicua del cráter Copernicus.;0;Formación invisible;Invisible;Invisible;Invisible;999;Invisible;Invisible
LUNA 13;Sonda / Alunizaje suave;21/12/1966;Luna 13 / Lunik 13 (Clase E-6M);(USSR / NII-88 / Korolev);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-22,1;22,1° Oeste;19;19,0° Norte;Norte-Oeste;Oeste Norte Limbo Oeste de la Luna;17;Struve;303;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 21 de Diciembre de 1966  a las 10h 19 mn (TU) desde Baikonour.;Sonda de 1700 kg. Viaje durante 3.5 días. Retrocohete activado desde 75 km de altitud durante 46s. Sonda lunar de superficie contenida en un balón liberada pocos metros antes del impacto. Alunizaje suave el 24 de Diciembre de  1966 a las 18h 01mn (UT).;Sonda con superficie en forma de huevo de 150 kg con instrumentos y cámaras. Cuatro paneles solares abiertos tras el alunizaje. Contenedor sellado con calefactor interno y baterías. Cámara de TV con espejo orientable. ;3 panoramas. Medidas físicas del suelo con un penetrador, un dinamógrafo y sensor de radiaciones. En funcionamiento hasta el 31 de Diciembre.;0;Formación invisible;9;Dos días después del Cuarto Creciente;Un día después del Cuarto Menguante;999;Invisible;Invisible
LUNAR ORBITER 3;Sonda / Impacto involuntario;05/02/1967;Lunar Orbiter 3;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-91,7;91,7° Oeste;14,6;14,6° Norte;Norte-Oeste;No definido;VIII;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 5 de Febrero de 1967 a las 1h 17mn (UT) desde Cabo Kennedy.;Orbitador lunar cuyo objetivo fue el de fotografiar sitios potenciales de alunizaje humano. 1.65 m de altura. 1.5 m de ancho. Cuatro paneles solares 3.72 m de expansión.;Altitud de la órbita más baja 55 km. 477 fotografías de alta resolución (hasta 1 m) y 149 fotografías de media resolución tomadas desde 15 to 23 de Febrero de y leídas desde 4 Marte. Impacto el 9 de Octubre de 1967. ;Localización de la Surveyor 1 sobre la superficie lunar. Fallo en el mecanismo avanzado de película permitiendo leer sólo el 25 % de la misma.;0;Formación invisible;;;;999;Invisible;Invisible
SURVEYOR 3;Sonda / Alunizaje suave;17/04/1967;Surveyor 3;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-23,3;23,3° Oeste;-3;3,0° Sur;Sur-Oeste;Área Sureste de Oceanus Procellarum;42;Fra Mauro;249;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 17 de Abril de 1967 a las 7h 05mn (UT) desde Cabo Kennedy.;Sonda destacando sus 330 kg en equipamiento y 537 kg en propelentes. 1 retrocohete utilizado hasta 97 km de altitud y 3 motores de descenso cortando a 5 m de altitud. 1 cámara de TV en color. 3 patas 4.2 m de ancho. Mástil de 3 m de altura con paneles solares y antena de alta ganancia.;Alunizaje suave en 1966. 6315 fotografías transmitidas de ellas un eclipse en la Tierra el 24 de Abril de 1967. En funcionamiento hasta de Mayo de 1967. Visitada por los astronautas de la misión Apolo 12 en Noviembre 1969. ;;0;Formación invisible;9;Dos días después del Cuarto Creciente;Un día después del Cuarto Menguante;999;Invisible;Invisible
SURVEYOR 4;Sonda / Alunizaje suave;14/07/1967;Surveyor 4;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-1,3;1,3° Oeste;0,4;0,4° Norte;Norte-Oeste;Área central del disco lunar;33;Triesnecker;291;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 14 de Julio de 1967 a las 11h 53mn (UT) desde Cabo Kennedy.;Sonda destacando sus 330 kg en equipamiento y 537 kg en propelentes. 1 retrocohete utilizado hasta 97 km de altitud y 3 motores de descenso cortando a 5 m de altitud. 1 cámara de TV en color. 3 patas 4.2 m de ancho. Mástil de 3 m de altura con paneles solares y antena de alta ganancia.;Retrocohete failure. Impacto de alta velocidad.;;0;Formación invisible;7;Cuarto Creciente;Seis días después de la Luna Llena;999;Invisible;Invisible
LUNAR ORBITER 5;Sonda / Impacto involuntario;02/08/1967;Lunar Orbiter 5;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-83,1;83,1° Oeste;-2,8;2,8° Sur;Sur-Oeste;Limbo Oeste de la Luna;39;Grimaldi;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 2 de Agosto de 1967 desde Cabo Kennedy.;Orbitador lunar cuyo objetivo fue el de fotografiar sitios potenciales de alunizaje humano. 1.65 m de altura. 1.5 m de ancho. Cuatro paneles solares 3.72 m de expansión.;Altitud de la órbita más baja 99 km. 633 fotografías de alta resolución (hasta 2 m) y 211 fotografías de media resolución tomadas desde el 6 al 18 de Agosto y leídas desde el 27 de Agosto. Impacto el 31 de Enero de 1968. ;La cobertura fotográfica del globo lunar alcanzó el 99 %.;0;Formación invisible;;;;999;Invisible;Invisible
SURVEYOR 5;Sonda / Alunizaje suave;08/09/1967;Surveyor 5;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;23,2;23,2° Este;1,4;1,4° Norte;Norte-Este;Parte al Este de Mare Tranquilitatis;35;Arago;276;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 8 de Septiembre de 1967 a las 7h 57mn (UT) desde Cabo Kennedy.;Sonda destacando sus 330 kg en equipamiento y 537 kg en propelentes. 1 retrocohete utilizado hasta 97 km de altitud y 3 motores de descenso cortando a 5 m de altitud. 1 cámara de TV en color. 3 patas 4.2 m de ancho. Mástil de 3 m de altura con paneles solares y antena de alta ganancia.;Alunizaje suave en 1967. 18006 fotografías transmitidas. Composición del suelo realizada con un analizador de partículas alpha de 13 kg sobre 100 cm2. Encontrada la composición basáltica. Información de radas sobre la reflectividad y la temperatura del suelo. En funcionamiento hasta el 16 de Diciembre de 1967.;;0;Formación invisible;5;Cinco días después de la Luna Nueva;Cuatro días después de la Luna Llena;999;Invisible;Invisible
SURVEYOR 6;Sonda / Alunizaje suave;07/11/1967;Surveyor 6;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-1,4;1,4° Oeste;0,4;0,4° Norte;Norte-Oeste;Área central del disco lunar;33;Triesnecker;291;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 7 Noviembre 1967 a las 7h 39mn (UT) desde Cabo Kennedy.;Sonda destacando sus 330 kg en equipamiento y 537 kg en propelentes. 1 retrocohete utilizado hasta 97 km de altitud y 3 motores de descenso cortando a 5 m de altitud. 1 cámara de TV en color. 3 patas 4.2 m de ancho. Mástil de 3 m de altura con paneles solares y antena de alta ganancia.;Nuevos desplazamientos  a 2.5 m de altura y 6.5 m de distancia del lugar de alunizaje. 30065 fotografías. Composición del suelo realizada con a analizador de partículas alpha de 13 kg. En funcionamiento hasta el 14 de Diciembre de 1967. ;;0;Formación invisible;7;Cuarto Creciente;Seis días después de la Luna Llena;999;Invisible;Invisible
SURVEYOR 7;Sonda / Alunizaje suave;07/01/1968;Surveyor 7;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-11,2;11,2° Oeste;-41;41,0° Sur;Sur-Oeste;Área del cráter Tycho;64;Tycho;91;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 7 de Enero de 1968 a las 6h 30mn (UT) desde Cabo Kennedy.;Sonda destacando sus 330 kg en equipamiento y 537 kg en propelentes. 1 retrocohete utilizado hasta 97 km de altitud y 3 motores de descenso cortando a 5 m de altitud. 1 cámara de TV en color. 3 patas 4.2 m de ancho. Mástil de 3 m de altura con paneles solares y antena de alta ganancia.;Alunizaje suave en 1968 sobre las vertientes del cráter Tycho a 4500 m de altitud. Composición del suelo realizada con un analizador de partículas alpha de 13 kg. Encontrado un alto porcentaje de aluminio diferente en composiciòn al de los mares. 21274 fotografías. En funcionamiento hasta el 20 de Febrero de 1968. Cavó 7 agujeros de 40 cm de profundidad. ;;0;Formación invisible;8;Un día después del Cuarto Creciente;Cuarto Menguante;999;Invisible;Invisible
LUNA 15;Sonda / Impacto involuntario;13/07/1969;Luna 15 / Lunik 15 (Clase Ye-8-5);(USSR / MOM / Lavochkin);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;58,5;58,5° Este;11,7;11,7° Norte;Norte-Este;Limbo Este de la Luna;38;Neper;263;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 13 de Julio de 1969 desde Baikonour.;Sonda de 5700 kg. Misma clase que la futura Luna 16. Compitió con la misión Apolo 11. Contenía una sonda de alunizaje de 1880 kg con capacidad de devolver muestras de rocas a la Tierra. Órbita lunar alcanzada el 17 de Julio. 52 órbitas lunares completadas antes de la prueba de alunizaje.;Impacto de alta velocidad causado por errores de programación en el módulo de tratamiento de la fuerza de gravedad.;;0;Formación invisible;3;Tres días después de la Luna Nueva;Dos días después de la Luna Llena;999;Invisible;Invisible
APOLLO 11 BASE;Misión humana / Alunizaje suave;16/07/1969;Base de alunizaje de la misión Apolo 11;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;23,5;23,5° Este;0,7;0,7° Norte;Norte-Este;Parte al Este de Mare Tranquilitatis;35;Arago;276;No indicado;No indicado;;IV-085-H1;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 16 de Julio de 1969 a las 13h 32mn (TU) desde Cabo Kennedy. Vehículo 3,9m diámetro. Módulo de Comando Columbia (CM) de 3,65 m de altura y 5,6 t.  Módulo de Servicio (SM) de 7,6 m de largo y 23,2 t. Módulo Lunar Eagle -Águila- (LM) de 6 m de altura, 4,2 m de largo y 15,1 t de ellas 10,85 t de propelentes.;Neil A. ARMSTRONG (Comandante) Edwin E. ALDRIN (piloto del LM) Michael COLLINS (piloto del CSM). Primer alunizaje humano el 20 de Julio de  1969 a las 20h 17mn 40s. Primer paseo lunar el 21 de Julio a las 2h 56mn 15s. 2h 31mn de paseo. Distancias de 250 m a 100 m máximo desde el LM.;Recogidos 21.4 kg de rocas de ellas 2 taladradas. Early Apollo Surface Experiments Package -Paquete para Experimento en Superficie Cercana Apolo- (EASEP) con reflector láser, sismómetro, medida del viento solar. Paneles solares. Fin de las transmisiones del EASEP el 27 de Agosto de 1969.;Despegó de la Luna el 21 de Julio de a las 17h 54mn. Tiempo en superficie : 21h 26mn. Regreso a la Tierra el 24 de Julio  a las 16h 50 m. Duración total de la misión : 8d 3h 18mn.;0;Formación invisible;5;Cinco días después de la Luna Nueva;Cuatro días después de la Luna Llena;999;Invisible;Invisible
