NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
SURVEYOR 1;Зонд / Мягкая посадка;30.05.1966;Surveyor 1;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-43,2;43,2° Запад;-2,5;2,5° Юг;Юго-Запад;Юго-Западная область Oceanus Procellarum;40;Flamsteed;221;Не указано;Не указано;;IV-097-H3;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 30 Мая 1966 в 14 ч. 41 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Зонд с 330 кг оборудования и 537 кг топлива. 1 тормозная ракета, использованная до высоты в 97 км и 3 двигателя посадочной ступени, использованных до высоты в 5 м. 1 цветная телевизионная камера. 3 опоры 4.2 м в ширину. Мачта 3 м в высоту с солнечными панелями и антенной широкого охвата.;Soft landing on June 2, 1966. 50 km away from planned site. 11237 pictures transmitted. Hard soil confirmation. Functionnal until october 1966. Reactivated during january 1967.;;0;Невидимое образование;11;4 дня после Первой Четверти;3 дня после Последней Четверти;999;Невидимо;Невидимо
LUNAR ORBITER 1;Зонд / Непреднамеренное столкновение;10.08.1966;Lunar Orbiter 1;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-160,72;160,72° Запад ?;6,35;6,35° Север ?;Северо-Запад;Не определена;Нет карты;;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 10 Августа 1966 в 19 ч. 26 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Из серии Lunar Orbiter, чьей задачей было фотографирование мест, пригодных для высадки людей. 1.65 м в высоту. 1.5 м в ширину. Четыре солнечных панели 3.72 м.;Lower orbit altitude 40,5 km. 42 high resolution pictures and 187 medium resolution pictures taken from 18 August to 29 August and readout from 14 September. Impact on october 29, 1966 during 577 th orbit.;First pictures of the Earth taken from the Moon. Detection of pear shape of the Moon. No meteoritical impacts on the probe.;0;Невидимое образование;Невидимо;Невидимо;Невидимо;999;Невидимо;Невидимо
SURVEYOR 2;Зонд / Непреднамеренное столкновение;20.09.1966;Surveyor 2;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-11;11,0° Запад;3,9;3,9° Север;Северо-Запад;Южная область кратера Eratosthenes;32;Stadius;247;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 20 Сентября 1966 в 12 ч. 32 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Зонд с 330 кг оборудования и 537 кг топлива. 1 тормозная ракета, использованная до высоты в 97 км и 3 двигателя посадочной ступени, использованных до высоты в 5 м. 1 цветная телевизионная камера. 3 опоры 4.2 м в ширину. Мачта 3 м в высоту с солнечными панелями и антенной широкого охвата.;Descent engine failure. Impact on September 22, 1966.;;0;Невидимое образование;8;1 день после Первой Четверти;Последняя Четверть;999;Невидимо;Невидимо
LUNAR ORBITER 2;Зонд / Непреднамеренное столкновение;06.11.1966;Lunar Orbiter 2;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-119,1;119,1° Запад ?;2,9;2,9° Север ?;Северо-Запад;Не определена;Нет карты;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 6 Ноября 1966 в 23 ч. 21 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Из серии Lunar Orbiter, чьей задачей было фотографирование мест, пригодных для высадки людей. 1.65 м в высоту. 1.5 м в ширину. Четыре солнечных панели 3.72 м.;Lower orbit altitude 49,7 km. 609 high resolution pictures (until 1 m) and 208 medium resolution pictures taken from 18 August to 25 November and readout from 17 December. Impact on October 11, 1967.;Spectacular oblique picture of Copernicus crater.;0;Невидимое образование;Невидимо;Невидимо;Невидимо;999;Невидимо;Невидимо
LUNA 13;Зонд / Мягкая посадка;21.12.1966;Luna 13 / Lunik 13 (Class E-6M);(СССР/NII-88/Королев);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-22,1;22,1° Запад;19;19,0° Север;Северо-Запад;Западо-Северо-Западный лимб Луны;17;Struve;303;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 21 Декабря 1966 в 10 ч. 19 мин. (GMT) с космодрома Байконур.;Зонд 1700 кг. Полет - 3,5 дня. Тормозная ракета активирована на высоте 75 км в течение 46 сек. Зонд лунной поверхности, находящийся  в аэростате выпущен за несколько метров до столкновения. Мягкая посадка 24 Декабря 1966 г. в 18 ч. 01 мин. (UT).;Egg shaped surface probe 150 kg with instruments and cameras. Four solar panels opened after landing. Sealed container with internal heating and batteries. TV camera with orientable mirror.;3 panoramas. Physical measurements on soil with a penetrator, a dynamograph and a radiations sensitometer. Functionnal until 31 December.;0;Невидимое образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;999;Невидимо;Невидимо
LUNAR ORBITER 3;Зонд / Непреднамеренное столкновение;05.02.1967;Lunar Orbiter 3;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-91,7;91,7° Запад;14,6;14,6° Север;Северо-Запад;Не определена;VIII;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 5 Февраля 1967 в 1 ч. 17 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Из серии Lunar Orbiter, чьей задачей было фотографирование мест, пригодных для высадки людей. 1.65 м в высоту. 1.5 м в ширину. Четыре солнечных панели 3.72 м.;Lower orbit altitude 55 km. 477 high resolution pictures (until 1 m) and 149 medium resolution pictures taken from 15 to 23 February and readout from 4 Mars. Impact on October 9, 1967.;Surveyor 1 localization on the lunar surface. Film advance mechanism failure permitting only 25 % film readout.;0;Невидимое образование;;;;999;Невидимо;Невидимо
SURVEYOR 3;Зонд / Мягкая посадка;17.04.1967;Surveyor 3;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-23,3;23,3° Запад;-3;3,0° Юг;Юго-Запад;Юго-Восточная область Oceanus Procellarum;42;Fra Mauro;249;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 17 Апреля 1967 в 7 ч. 05 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Зонд с 330 кг оборудования и 537 кг топлива. 1 тормозная ракета, использованная до высоты в 97 км и 3 двигателя посадочной ступени, использованных до высоты в 5 м. 1 цветная телевизионная камера. 3 опоры 4.2 м в ширину. Мачта 3 м в высоту с солнечными панелями и антенной широкого охвата.;Soft landing on XXXXXXXXXXX 1966. 6315 pictures transmitted Whom an Earth eclipse on April 24, 1967. Functionnal until May 1967. Visited by Apollo 12 mission astronauts on November 1969.;;0;Невидимое образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;999;Невидимо;Невидимо
SURVEYOR 4;Зонд / Мягкая посадка;14.07.1967;Surveyor 4;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-1,3;1,3° Запад;0,4;0,4° Север;Северо-Запад;Центральная область лунного диска;33;Triesnecker;291;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 14 Июля 1967 в 11 ч. 53 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Зонд с 330 кг оборудования и 537 кг топлива. 1 тормозная ракета, использованная до высоты в 97 км и 3 двигателя посадочной ступени, использованных до высоты в 5 м. 1 цветная телевизионная камера. 3 опоры 4.2 м в ширину. Мачта 3 м в высоту с солнечными панелями и антенной широкого охвата.;Retrorocket failure. High speed impact.;;0;Невидимое образование;7;Первая Четверть;6 дней после Полнолуния;999;Невидимо;Невидимо
LUNAR ORBITER 5;Зонд / Непреднамеренное столкновение;02.08.1967;Lunar Orbiter 5;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-83,1;83,1° Запад;-2,8;2,8° Юг;Юго-Запад;Западный лимб Луны;39;Grimaldi;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 2 Августа 1967 с космодрома на мысе Кеннеди (Канаверал).;Из серии Lunar Orbiter, чьей задачей было фотографирование мест, пригодных для высадки людей. 1.65 м в высоту. 1.5 м в ширину. Четыре солнечных панели 3.72 м.;Lower orbit altitude 99 km. 633 high resolution pictures (until 2 m) and 211 medium resolution pictures taken from 6 to 18 August and readout from 27 August. Impact on January 31, 1968.;Photographic coverage of lunar globe reaches 99 %.;0;Невидимое образование;;;;999;Невидимо;Невидимо
SURVEYOR 5;Зонд / Мягкая посадка;08.09.1967;Surveyor 5;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;23,2;23,2° Восток;1,4;1,4° Север;Северо-Восток;Восточная часть Mare Tranquillitatis;35;Arago;276;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 8 Сентября 1967 7 ч. 57 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Зонд с 330 кг оборудования и 537 кг топлива. 1 тормозная ракета, использованная до высоты в 97 км и 3 двигателя посадочной ступени, использованных до высоты в 5 м. 1 цветная телевизионная камера. 3 опоры 4.2 м в ширину. Мачта 3 м в высоту с солнечными панелями и антенной широкого охвата.;Soft landing on XXXXXXXXXXX 1967. 18006 pictures transmitted. Soil composition realized with a 13 kg alpha particles analyzer on 100 cm2. Found basalt composition. Information on radar refectivity and temperature of soil. Functionnal until December 16, 1967.;;0;Невидимое образование;5;5 дней после Новолуния;4 дня после Полнолуния;999;Невидимо;Невидимо
SURVEYOR 6;Зонд / Мягкая посадка;07.11.1967;Surveyor 6;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-1,4;1,4° Запад;0,4;0,4° Север;Северо-Запад;Центральная область лунного диска;33;Triesnecker;291;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 7 Ноября 1967 в 7 ч. 39 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Зонд с 330 кг оборудования и 537 кг топлива. 1 тормозная ракета, использованная до высоты в 97 км и 3 двигателя посадочной ступени, использованных до высоты в 5 м. 1 цветная телевизионная камера. 3 опоры 4.2 м в ширину. Мачта 3 м в высоту с солнечными панелями и антенной широкого охвата.;Soft landing on XXXXXXXXXX 1967. New lift-off to 2.5 m high and 6.5 m distant landing. 30065 pictures. Soil composition realized with a 13 kg alpha particles analyzer. Functionnal until December 14, 1967.;;0;Невидимое образование;7;Первая Четверть;6 дней после Полнолуния;999;Невидимо;Невидимо
SURVEYOR 7;Зонд / Мягкая посадка;07.01.1968;Surveyor 7;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-11,2;11,2° Запад;-41;41,0° Юг;Юго-Запад;Область кратера Tycho;64;Tycho;91;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 7 Января 1968 в 6 ч. 30 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;Зонд с 330 кг оборудования и 537 кг топлива. 1 тормозная ракета, использованная до высоты в 97 км и 3 двигателя посадочной ступени, использованных до высоты в 5 м. 1 цветная телевизионная камера. 3 опоры 4.2 м в ширину. Мачта 3 м в высоту с солнечными панелями и антенной широкого охвата.;Soft landing on XXXXXXXXXXX 1968 on crater Tycho slopes at 4500 m altitude. Soil composition realized with a 13 kg alpha particles analyzer. High aluminium percentage found different from Mare composition. 21274 pictures. Functionnal until February 20, 1968. Digs 7 tanches 40 cm deep.;;0;Невидимое образование;8;1 день после Первой Четверти;Последняя Четверть;999;Невидимо;Невидимо
LUNA 15;Зонд / Непреднамеренное столкновение;13.07.1969;Luna 15 / Lunik 15 (Class Ye-8-5);(СССР/MOM/Лавочкин);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;58,5;58,5° Восток;11,7;11,7° Север;Северо-Восток;Восточный лимб Луны;38;Neper;263;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 13 Июля 1969 с космодрома Байконур.;Зонд 5700 кг. Такого же класса, как будущий Луна 16. Соперничает с миссией Аполлон 11. Содерджит лунный посадочный модуль, массой в 1880 кг с возможностью возврата на Землю образцов камней. Лунная орбита достигнута 17 Июля. 52 витка совершено до пробной посадки.;High speed impact caused by programming bugs in the gravity strength treatment module.;;0;Невидимое образование;3;3 дня после Новолуния;2 дня после Полнолуния;999;Невидимо;Невидимо
APOLLO 11 BASE;Человеческая миссия / Мягкая посадка;16.07.1969;Apollo 11 mission landing base;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;23,5;23,5° Восток;0,7;0,7° Север;Северо-Восток;Восточная часть Mare Tranquillitatis;35;Arago;276;Не указано;Не указано;;IV-085-H1;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 16 Июля 1969 в 13 ч. 32 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал). Транспортный модуль 3,9 м диаметра. Командный модуль Columbia (CM) 3,65 м высоты и 5,6 тонн. Сервисный модуль (СМ) 7,6 м длины и 23,2 тонн. Лунный модуль Eagle (ЛМ) 6 м высоты, 4,2 м в размере и 15,1 тонн из которых 10,85 тонн - ракетное топливо.;Neil A. ARMSTRONG (коммандер) Edwin E. ALDRIN (пилот лунного модуля) Michael COLLINS (пилот командно-обслуживающего модуля). Первая высадка человека Июля 20, 1969 г. в 20 ч. 17 мин. 40 сек. Первая прогулка по поверхности 21 Июля в 2 ч. 56 мин. 15 сек. Прогулка длилась 2 ч. 31 мин. Пройдено 250 м на максимальном отдалении в 100 м от лунного модуля.;21.4 kg collected rocks whom 2 drillings. Early Apollo Surface Experiments Package (EASEP) with laser reflector, sismometer, solar wind measurement. Solar panels. End of transmissions of EASEP on August 27, 1969.;Lift-off on July 21 at 17h 54mn. Surface time : 21h 26mn. Splash down on July 24 at 16h 50 mn. Mission total duration : 8d 3h 18mn.;0;Невидимое образование;5;5 дней после Новолуния;4 дня после Полнолуния;999;Невидимо;Невидимо
APOLLO 12 BASE;Человеческая миссия / Мягкая посадка;14.11.1969;Apollo 12 mission landing base;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-23,2;23,2° Запад;-3;3,0° Юг;Юго-Запад;Юго-Восточная область Oceanus Procellarum;42;Fra Mauro;249;Не указано;Не указано;;IV-125-H3;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 14 Ноября 1969 в 16 ч. 22 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал). Транспортный модуль 3,9 м диаметра. Командный модуль Yankee Clipper (CM) 3,65 м высоты и 5,6 тонн. Сервисный модуль (СМ) 7,6 м длины и 23,1 тонн. Лунный модуль Intrepid (ЛМ) 6 м высоты, 4,2 м ширины и 15,1 тонн из которых 10,75 тонн - ракетное топливо.;Charles P. CONRAD (коммандер) Alan L. BEAN (пилот лунного модуля) Richard F.GORDON (пилот командно-обслуживающего модуля). Посадка Ноября, 1969 г. в 6 ч. 54 мин. 35 сек. Первая прогулка 19 Ноября в течение 3 ч. 56 мин. Вторая прогулка Ноября в течение 3 ч. 50 мин. Всего пройдено 1350 м.;34.4 collected rocks. Recovery of 10 kg whom video camera on Surveyor 3 probe 180 m distant. Apollo Lunar Surface Experiment Package (ALSEP) with sismometer, ions detector, dust detector, magnetometer, spectrometer, atmosphere analyzer. Thermoelectric generator SNAP-27 using plutonium 238. End of Alsep transmissions on September 30, 1977.;Lift-off  November 20 at 14h 25mn. Surface time : 1d 7h 31mn. Splash down on November 24  at 20h 58 mn. Mission total duration : 10d 4h.;0;Невидимое образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;999;Невидимо;Невидимо
