NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Arago 10;Dome;Not determined;Dome of Arago n° 10;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;20.93559973;20 ° 56 '  East;8.916796253;8 ° 55 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;6;9.6;3.6;5.8;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;NNW of crater Arago;Volcano;Extrusive volcanism;Round base, deep summit craterpit, one of three domes aligned NW from Arago A;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
Arago 11;Dome;Not determined;Dome of Arago n° 11;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;21.57244626;21 ° 34 '  East;9.148857422;9 ° 9 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;6;7;3.6;4.3;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;NW of crater Arago;Volcanic shield;Extrusive volcanism;About the size of Arago D;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
Arago 12;Dome;Not determined;Dome of Arago n° 12;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;21.4778659;21 ° 29 '  East;9.613438289;9 ° 37 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;6;6;3.6;3.6;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;N of crater Arago;Volcanic shield;Extrusive volcanism;Large dome about the size of crater Arago, one of three domes aligned NW from Arago A;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
Arago 2;Dome;Not determined;Dome of Arago n° 2;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;22.0054411;22 ° 0 '  East;5.451319812;5 ° 27 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;3;5;1.8;3;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SE of crater Arago;Volcano;Extrusive volcanism;Elliptical, possible summit craterpit;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;100;100 mm refractor;200 mm reflector
Arago 3;Dome;Not determined;Dome of Arago n° 3;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;21.69758262;21 ° 42 '  East;5.508878671;5 ° 31 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;S of crater Arago;Volcanic shield;Extrusive volcanism;About size of crater Arago E;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined
Arago 4;Dome;Not determined;Dome of Arago n° 4;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;21.95474041;21 ° 57 '  East;5.739170477;5 ° 44 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;S of crater Arago;Volcanic shield;Extrusive volcanism;About size of crater Arago D;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined
Arago 5;Dome;Not determined;Dome of Arago n° 5;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;22.08612063;22 ° 5 '  East;5.911950197;5 ° 55 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SE of crater Arago;Volcanic shield;Extrusive volcanism;About size of crater Arago D;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined
Arago 6;Dome;Not determined;Dome of Arago n° 6;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;22.27767057;22 ° 17 '  East;6.02716656;6 ° 2 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;E of crater Arago;Volcanic shield;Extrusive volcanism;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined
Arago 7;Dome;Not determined;Dome of Arago n° 7;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;22.16074267;22 ° 10 '  East;6.200037133;6 ° 12 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;W of crater Arago;Volcanic shield;Extrusive volcanism;Small, hemispherical, mare dome;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined
Arago 8;Dome;Not determined;Dome of Arago n° 8;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;24.16249576;24 ° 10 '  East;8.337279189;8 ° 20 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;NE of crater Arago;Volcanic shield;Extrusive volcanism;Forms double dome with second dome;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined
Arago 9;Dome;Not determined;Dome of Arago n° 9;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;21.22561825;21 ° 14 '  East;8.568979552;8 ° 34 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;6;8.2;3.6;5;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;NNW of crater Arago;Volcano;Extrusive volcanism;Summit craterpit, hemispherical, one of three domes aligned NW from Arago A;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
Arago A 1;Dome;Not determined;Dome of Arago A n° 1;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;21.41362781;21 ° 25 '  East;7.469592316;7 ° 28 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;15;24;9.1;14.6;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Arago a;Volcano;Extrusive volcanism;Large complex mare dome, north of Arago and about size of crater Arago, large deep summit craterpit;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
Arago B 1;Dome;Not determined;Dome of Arago B n° 1;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;19.93297819;19 ° 56 '  East;6.084783887;6 ° 5 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;20;23.29;12.1;14.1;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Arago b;Volcano;Extrusive volcanism;Well known, hemispherical, complex dome, multiple summit craterpits;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
Arago D 1;Dome;Not determined;Dome of Arago D n° 1;ALPO 1976;Not named;Not named;Not named;Astronomer and physicist;France;french;19;19 th century;Estagel;1786;Paris;1853;;23.9836777;23 ° 59 '  East;8.511041375;8 ° 31 '  North;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;NE of crater Arago D;Volcanic shield;Extrusive volcanism;Forms double dome with a second dome;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined
Aratus C 1;Dome;Not determined;Dome of Aratus C n° 1;ALPO 1976;Not named;Not named;Not named;Poet;Greece;greek;-4;4  th century BC;Soles;315 BC;Macédoine;245 av JC;Author of a poem on the astronomy and on the meteorological phenomena. Author of the name of 48 constellations known in Antiquity.;8.481651015;8 ° 29 '  East;22.76795896;22 ° 46 '  North;North - East;Montes Apenninus region;22;Conon;322;1f6;357C 003C 161C 167N;;IV-102-H3;14;14;8.5;8.5;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;S of craters Aratus C+D;Volcanic shield;Extrusive volcanism;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor
Archimedes 1;Dome;Not determined;Dome of Archimedes n° 1;ALPO 1976;Not named;Not named;Not named;Mathematician and physicist;Greece;greek;-3;3 rd century BC;Syracuse;287 BC;Syracuse;212 av JC;Pupil of Euclide.  Calculation of Pi.  Works in geometry. Inventor of the pulley and the lever.  Founder of the static and the hydrostatic.;-3.528816754;3 ° 32 '  West;24.51931648;24 ° 31 '  North;North - West;Montes Apenninus region;22;Conon;330;1h7 / 2g1 / 5b8 / 6a2;003N 009N 174N 179N 183N;ST01/01  MM32 L100/027;IV-109-H3 IV-109-M IV-110-H1 IV-115-H1;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SW of crater Archimedes;Volcanic shield;Extrusive volcanism;Highland dome in Montes Archimedes;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined
Archytas G 1;Dome;Not determined;Dome of Archytas G n° 1;ALPO 1976;Not named;Not named;Not named;Scientist and stateman;Greece;greek;-5;5  th century BC;Tarente;428 BC;Tarente;347 av JC;Pythagorician friend of Platon.  Inventor of the kite and flying machines.;1.223050912;1 ° 13 '  East;55.79178755;55 ° 48 '  North;North - East;Moon North limb;4;Archytas;395;2f6;357N 003N 009N 154N 161N 167N 174N;;IV-104-H1 IV-116-H1;17;17;10.3;10.3;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SW of crater Archytas G;Volcano;Extrusive volcanism;Double dome, 2 craterpits on western flank of dome, in Mare Frigoris;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor
Aristillus 1;Dome;Not determined;Dome of Aristillus n° 1;ALPO 1976;Not named;Not named;Not named;Astronomer;Greece;greek;-3;3 rd century BC;?;about 280 BC;?;?;Lived in Alexandrie;3.938500545;3 ° 56 '  East;30.7971408;30 ° 48 '  North;North - East;North of Archimedes crater region;12;Aristillus;332;1g8 / 2f2 / 5a8 / 6a2;357N 003N 009N 167N 174N 179N 183N;ST01/01  MM32;IV-110-H1;35;35;21.3;21.3;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SE of crater Aristillus;Volcano;Extrusive volcanism;Hemispherical;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
Aristoteles 1;Dome;Not determined;Dome of Aristoteles n° 1;ALPO 1976;Not named;Not named;Not named;Philosopher;Greece;greek;-4;4  th century BC;Stagire;384 BC;Chalcis;322 av JC;Universal scientist. Creator of the Logic.  Tutor of Alexander the Great.  Works on animals and rocks.;25.29834304;25 ° 18 '  East;52.18551149;52 ° 11 '  North;North - East;Moon North limb;5;Aristoteles;372;2d5;343N 351N 143N 148N 154N 161N;ST08/00  MM71;IV-092-H1 IV-104-H1 IV-103-H3 IV-098-H3 IV-110-H3;5.5;5.5;3.3;3.3;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;NE of crater Aristoteles;Volcanic shield;Extrusive volcanism;In crater Aristotles ejecta blanket, elliptical mare dome with bright narrow summit;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
Baily A 1;Dome;Not determined;Dome of Baily A n° 1;ALPO 1976;Not named;Not named;Not named;Astronomer and mathematician;England;english;19;19 th century;Newbury;1774;London;1844;Founder of the astronomical Company of London in 1836. Determination of the density of the Earth.  Discoverer of the phenomenon of 'grains of Baily' during solar eclipses in 1836.;28.54054507;28 ° 32 '  East;47.13848779;47 ° 8 '  North;North - East;Moon North-North-East limb;6;Strabo;368;2b5 / 4h6;334N 343N 131N 135N 143N 148N;;IV-091-H3 IV-086-H3;25;40;15.2;24.3;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SW of crater Baily A;Volcanic shield;Extrusive volcanism;Low-profile, hemispherical, mare dome;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
Beaumont 1;Dome;Not determined;Dome of Beaumont n° 1;ALPO 1976;Not named;Not named;Not named;Geologist;France;french;19;19 th century;Canon;1798;Canon;1874;Engineer of Mines.  Author of a geological map of France with Dufrénoy.  Secretary of the Academy of Sciences.  Author of a method of dating rocky layers.;28.63181757;28 ° 38 '  East;-19.39021239;19 ° 23 '  South;South- East;Mare Nectaris South edge;58;Fracastorius;196;13a4 / 15g4;334C/S 343C 135S 146S 148S;MM114;IV-077-H2;13.7;13.7;8.3;8.3;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;S of crater Beaumont;Volcanic shield;Extrusive volcanism;Probably a highlands hill;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
Beer 1;Dome;Not determined;Dome of Beer n° 1;ALPO 1976;Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of Mädler. Author of a map of the Moon in 1837 and a map of Mars planet.;-8.87447709;8 ° 52 '  West;26.55136936;26 ° 33 '  North;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;6.2;6.2;3.8;3.8;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SW of crater Beer;Volcanic shield;Extrusive volcanism;Steep slopes, hemispherical mare dome in Mare Imbrium;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor
Beer 2;Dome;Not determined;Dome of Beer n° 2;ALPO 1976;Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of Mädler. Author of a map of the Moon in 1837 and a map of Mars planet.;-9.139033977;9 ° 8 '  West;26.61543826;26 ° 37 '  North;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;S of crater Beer;Volcanic shield;Extrusive volcanism;Not a dome;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined
Beer 3;Dome;Not determined;Dome of Beer n° 3;ALPO 1976;Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of Mädler. Author of a map of the Moon in 1837 and a map of Mars planet.;-9.479892278;9 ° 29 '  West;26.80786103;26 ° 48 '  North;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;S of crater Beer;Volcanic shield;Extrusive volcanism;No dome confirmation;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined
Beer B 1;Dome;Not determined;Dome of Beer B n° 1;ALPO 1976;Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of Mädler. Author of a map of the Moon in 1837 and a map of Mars planet.;-8.52647401;8 ° 32 '  West;25.34070192;25 ° 20 '  North;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SE of crater Beer B;Volcanic shield;Extrusive volcanism;In area between wrinkle ridge and northeastern shore of Mare Imbrium;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined
Beer B 2;Dome;Not determined;Dome of Beer B n° 2;ALPO 1976;Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of Mädler. Author of a map of the Moon in 1837 and a map of Mars planet.;-8.728080219;8 ° 44 '  West;25.46756014;25 ° 28 '  North;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;8;8;4.9;4.9;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SE of crater Beer B;Volcanic shield;Extrusive volcanism;In area between wrinkle ridge and northeastern shore of Mare Imbrium;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor
Bellot 1;Dome;Not determined;Dome of Bellot n° 1;ALPO 1976;Not named;Not named;Not named;Navigator;France;french;19;19 th century;?;1826;?;1853;Specialist of the Antarctic.;49.02451398;49 ° 1 '  East;-12.53288941;12 ° 32 '  South;South- East;East part of Mare Fecunditatis;48;Messier;191;15d5;315C/S 124C, 131C/S;;;4;4;2.4;2.4;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;E of crater Bellot;Volcanic shield;Extrusive volcanism;Not described;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;100;100 mm refractor;200 mm reflector
Bessarion 1;Dome;Not determined;Dome of Bessarion n° 1;ALPO 1976;Not named;Not named;Not named;Scholar and theologian;Byzance;byzantin;15;15 th century;Trébizonde;1402;Ravenne;1472;Cardinal in 1439.  Partisan of the Union of Churches.  Promoter of the Renaissance in Italy.;-35.68232714;35 ° 41 '  West;12.70903299;12 ° 43 '  North;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;253;7b6;040N/C 048N/C 055N/C 205C 213N/C;;IV-138-H2 A;4;4;2.4;2.4;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;SE of crater Bessarion;Volcanic shield;Extrusive volcanism;Small, mare dome;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;100;100 mm refractor;200 mm reflector
