NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
AITKEN Z;Cratere;??;Robert Grant Aitken;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;Jackson;1864;Berkeley;1954;Autore del Nuovo Catalogo Generale delle Stelle Doppie nel 1932.;173,3;173,3 ° Est;-15,1;15,1 ° Sud;Sud-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;33;33;19;19;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-BIRUNI C;Piccolo cratere;??;Al-Biruni;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Scienziato;Iran;iraniano;11;l'11° secolo;Kath;973;Rhazni;1050;Grande viaggiatore. Astrologo del Sultano Rhazni nel 1017. Storico delle civiltà. Autore del 'Kitah al Qanun al Mas'udi', un trattato generale di astronomia ispirato a Tolomeo.;93;93 ° Est;18,4;18,4 ° Nord;Nord-Est;Non definita;??;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;9;9;5;5;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata sulla faccia nascosta nella zona delle librazioni.;;;;1;Formazione di scarso interesse;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm
ALDEN B;Cratere;??;Harold L.Alden;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1890;??;1964;??;112,6;112,6 ° Est;-20,5;20,5 ° Sud;Sud-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;17;17;10;10;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ALDEN C;Cratere;??;Harold L.Alden;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1890;??;1964;??;111,4;111,4 ° Est;-22,5;22,5 ° Sud;Sud-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;50;50;29;29;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ALDEN E;Cratere;??;Harold L.Alden;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1890;??;1964;??;112,4;112,4 ° Est;-23,2;23,2 ° Sud;Sud-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;28;28;16;16;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ALDEN V;Cratere;??;Harold L.Alden;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1890;??;1964;??;110,1;110,1 ° Est;-22,5;22,5 ° Sud;Sud-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;19;19;11;11;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ALDER E;Cratere;??;Kurt Alder;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Chimico;Germania;tedesco;20;20° secolo;Königshütte;1902;Colonia;1958;Professore all'Università di Colonia nel 1940. Premio Nobel nel 1950 con Otto Diels.;172,3;172,3 ° Est;-47,6;47,6 ° Sud;Sud-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;16;16;9;9;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ALEKHIN E;Cratere;??;Nikolaj P. Alekhin;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ingegnere;URSS;sovietico;20;20° secolo;??;1913;??;1964;Progettista di razzi.;-124,1;124,1 ° Ovest;-67,2;67,2 ° Sud;Sud-Ovest;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;38;38;22;22;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-KHWARIZMI B;Cratere;??;Al-Khwarizmi;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Iraq;iracheno;9;9° secolo;??;??;??;825;??;107,4;107,4 ° Est;9;9 ° Nord;Nord-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;62;62;36;36;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-KHWARIZMI G;Cratere;??;Al-Khwarizmi;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Iraq;iracheno;9;9° secolo;??;??;??;825;??;107,1;107,1 ° Est;6,9;6,9 ° Nord;Nord-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;95;95;56;56;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-KHWARIZMI H;Cratere;??;Al-Khwarizmi;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Iraq;iracheno;9;9° secolo;??;??;??;825;??;109,2;109,2 ° Est;6;6 ° Nord;Nord-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;50;50;29;29;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-KHWARIZMI J;Cratere;??;Al-Khwarizmi;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Iraq;iracheno;9;9° secolo;??;??;??;825;??;107,6;107,6 ° Est;6,2;6,2 ° Nord;Nord-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;47;47;28;28;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-KHWARIZMI K;Cratere;??;Al-Khwarizmi;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Iraq;iracheno;9;9° secolo;??;??;??;825;??;107,6;107,6 ° Est;4,6;4,6 ° Nord;Nord-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;26;26;15;15;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-KHWARIZMI L;Cratere;??;Al-Khwarizmi;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Iraq;iracheno;9;9° secolo;??;??;??;825;??;107,4;107,4 ° Est;3,9;3,9 ° Nord;Nord-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;35;35;21;21;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-KHWARIZMI M;Cratere;??;Al-Khwarizmi;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Iraq;iracheno;9;9° secolo;??;??;??;825;??;107;107 ° Est;3,1;3,1 ° Nord;Nord-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;18;18;11;11;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AL-KHWARIZMI T;Cratere;??;Al-Khwarizmi;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Iraq;iracheno;9;9° secolo;??;??;??;825;??;104,5;104,5 ° Est;7;7 ° Nord;Nord-Est;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;15;15;9;9;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ALTER K;Cratere;??;Dinsmore Alter;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1888;??;1968;??;-106;106 ° Ovest;16,3;16,3 ° Nord;Nord-Ovest;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;22;22;13;13;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
ALTER W;Cratere;??;Dinsmore Alter;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1888;??;1968;??;-109,2;109,2 ° Ovest;20,4;20,4 ° Nord;Nord-Ovest;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;52;52;31;31;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AMICI M;Cratere;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ottico;Italia;italiano;19;19° secolo;Modena;1786;Firenze;1863;Direttore l'Osservatorio di Firenze. Inventore di uno spettroscopio a prisma e dei telescopi meridiani. Studi sull'orientazione dei cristalli nei minerali.;-171,9;171,9 ° Ovest;-11,8;11,8 ° Sud;Sud-Ovest;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;105;105;62;62;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AMICI N;Cratere;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ottico;Italia;italiano;19;19° secolo;Modena;1786;Firenze;1863;Direttore l'Osservatorio di Firenze. Inventore di uno spettroscopio a prisma e dei telescopi meridiani. Studi sull'orientazione dei cristalli nei minerali.;-172,5;172,5 ° Ovest;-11,8;11,8 ° Sud;Sud-Ovest;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;39;39;23;23;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AMICI P;Cratere;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ottico;Italia;italiano;19;19° secolo;Modena;1786;Firenze;1863;Direttore l'Osservatorio di Firenze. Inventore di uno spettroscopio a prisma e dei telescopi meridiani. Studi sull'orientazione dei cristalli nei minerali.;-174,1;174,1 ° Ovest;-12,3;12,3 ° Sud;Sud-Ovest;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;31;31;18;18;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AMICI Q;Cratere;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ottico;Italia;italiano;19;19° secolo;Modena;1786;Firenze;1863;Direttore l'Osservatorio di Firenze. Inventore di uno spettroscopio a prisma e dei telescopi meridiani. Studi sull'orientazione dei cristalli nei minerali.;-175,7;175,7 ° Ovest;-12;12 ° Sud;Sud-Ovest;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;47;47;28;28;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
AMICI R;Cratere;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ottico;Italia;italiano;19;19° secolo;Modena;1786;Firenze;1863;Direttore l'Osservatorio di Firenze. Inventore di uno spettroscopio a prisma e dei telescopi meridiani. Studi sull'orientazione dei cristalli nei minerali.;-175,2;175,2 ° Ovest;-11,4;11,4 ° Sud;Sud-Ovest;Non definita;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessun articolo;??;34;34;20;20;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
