NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Pyroclastique 'Alphonsus West 2';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 11;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;King;Castille;castillan;13;13 th century;Toledo;1221;Sevilla;1284;Initiator of the Greek and Arabic works translation. Coordinator of the calculation of 'Table Alphonsines' replacing astronomical tables of Ptolemee in 1256.;-4.2;4 ° 12 '  Ouest;-13.5;13 ° 30 '  Sud;Sud-Ouest;Ptolemaeus crater region;44;Ptolemaeus;208;9a4 / 13g5;003S 009C/S 174C/S 179C I83C;ST03/01  MM137;IV-108-H2;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 41 km2;Sources : Head & Wilson 1979;Commentaires de la source : ' #10, non nommé ';;3;Formation très intéressante;7;Au Premier Quartier;6 jours après la Pleine Lune;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Alphonsus West 3';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 12;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;King;Castille;castillan;13;13 th century;Toledo;1221;Sevilla;1284;Initiator of the Greek and Arabic works translation. Coordinator of the calculation of 'Table Alphonsines' replacing astronomical tables of Ptolemee in 1256.;-4.3;4 ° 18 '  Ouest;-13.7;13 ° 42 '  Sud;Sud-Ouest;Ptolemaeus crater region;44;Ptolemaeus;208;9a4 / 13g5;003S 009C/S 174C/S 179C I83C;ST03/01  MM137;IV-108-H2;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 79 km2;Sources : Head & Wilson 1979;Commentaires de la source : ' #11, non nommé ';;3;Formation très intéressante;7;Au Premier Quartier;6 jours après la Pleine Lune;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Apollo Basin East';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 13;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;No work;No country;No nationality ;0;No century;No birthplace;No birthdate;No deathplace;No deathdate;No facts;-153.1;153 ° 6 '  Ouest;-30;30 ° 0 '  Sud;Sud-Ouest;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 69 km2;Sources : Head & Wilson 1979;Commentaires de la source : ' dans un cratère anonyme, NE Apollo ';;999;Formation non visible;999;Formation non visible;Formation non visible;999;Not visible;Not visible
Pyroclastique 'Apollo Basin West';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 14;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;No work;No country;No nationality ;0;No century;No birthplace;No birthdate;No deathplace;No deathdate;No facts;-153.5;153 ° 30 '  Ouest;-30;30 ° 0 '  Sud;Sud-Ouest;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 2 km2;Sources : Head & Wilson 1979;Commentaires de la source : ' dans un cratère anonyme, NE Apollo ';;999;Formation non visible;999;Formation non visible;Formation non visible;999;Not visible;Not visible
Pyroclastique 'Archimedes';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 15;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Mathematician and physicist;Greece;greek;-3;3 rd century BC;Syracuse;287 BC;Syracuse;212 av JC;Pupil of Euclide.  Calculation of Pi.  Works in geometry. Inventor of the pulley and the lever.  Founder of the static and the hydrostatic.;-4;4 ° 0 '  Ouest;28;28 ° 0 '  Nord;Nord-Ouest;Montes Apenninus region;22;Conon;330;1h7 / 2g1 / 5b8 / 6a2;003N 009N 174N 179N 183N;ST01/01  MM32 L100/027;IV-109-H3 IV-109-M IV-110-H1 IV-115-H1;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 8 km2;Sources : Hawke et al. 1989;Commentaires de la source : ' Sur rebord Sud rim ';;3;Formation très intéressante;7;Au Premier Quartier;6 jours après la Pleine Lune;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Aristarchus';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 16;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Astronomer;Greece;greek;-3;3 rd century BC;Samos;310 BC;Samos;230 av JC;Inventor of the heliocentric theory and a method of distance calculation of the Sun and the Moon.;-50.5;50 ° 30 '  Ouest;26.7;26 ° 42 '  Nord;Nord-Ouest;Aristarchus crater region;18;Aristarchus;340;7c8 / 7d8 / 8d2;048N 055N 061N 067N 213N 225N;ST01/03  MM167 L100/011;IV-150-H3 IV-151-H1 IV-157-M;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Grand dépôt pyroclastique / Surface = 37400 km2;Sources : Gaddis et al. 1985 / Lucey et al. 1986;Commentaires de la source : ' In Oceanus Procellarum ';;3;Formation très intéressante;11;4 jours après le Premier Quartier;3 jours après le Dernier Quartier;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Atlas North';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 17;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Mythological character;Greece;greek;0;20 th century;;;;;Giant father of Pleiads and Hyades condemned by Zeus to sustain the celestial vault on its shoulders to have been the ally of Titans.;44.8;44 ° 48 '  Est;47.3;47 ° 18 '  Nord;Nord-Est;Atlas crater Sud-East region;15;Atlas;366;2a4 / 4g6;315N 323N 328N 112N 119N 124N 131N 135N;MM72;IV-074-H3 IV-091-H2 IV-079-H2 IV-074-H2 IV-079-H3;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 100 km2;Sources : Hawke et al. 1989;Commentaires de la source : ' old highland crater ';;3;Formation très intéressante;4;4 jours après la Nouvelle Lune;3 jours après la Pleine Lune;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Atlas Sud';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 18;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Mythological character;Greece;greek;0;20 th century;;;;;Giant father of Pleiads and Hyades condemned by Zeus to sustain the celestial vault on its shoulders to have been the ally of Titans.;44.6;44 ° 36 '  Est;45.7;45 ° 42 '  Nord;Nord-Est;Atlas crater Sud-East region;15;Atlas;366;2a4 / 4g6;315N 323N 328N 112N 119N 124N 131N 135N;MM72;IV-074-H3 IV-091-H2 IV-079-H2 IV-074-H2 IV-079-H3;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 250 km2;Sources : Hawke et al. 1989;Commentaires de la source : No comment;;3;Formation très intéressante;4;4 jours après la Nouvelle Lune;3 jours après la Pleine Lune;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Autumni';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 19;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;No work;No country;No nationality ;0;No century;No birthplace;No birthdate;No deathplace;No deathdate;No facts;-82.2;82 ° 12 '  Ouest;-9.5;9 ° 30 '  Sud;Sud-Ouest;Moon West limb;39;Grimaldi;224;11h5;Q3W;MM181;IV-181-H2;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 330 km2;Sources : Coombs & Hawke 1992;Commentaires de la source : ' near Orientale ';;3;Formation très intéressante;14;A la Pleine Lune;6 jours après le Dernier Quartier;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Cavalerius';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 20;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Mathematician;Italy;italian;17;17 th century;Milan;1598;Bologne;1647;Disciple of Galilée.  Author of the theory of the indivisible in 1635. Precursor of the integer calculation.;-66.9;66 ° 54 '  Ouest;5.1;5 ° 6 '  Nord;Nord-Ouest;Moon West limb;28;Galilei;260;7g4;067N/C 075N/C 080N/C 233N/C 237C 247C;;IV-169-H1 IV-162-H1;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 880 km2;Sources : Coombs & Hawke 1992;Commentaires de la source : ' near Orientale ';;3;Formation très intéressante;13;6 jours après le Premier Quartier;5 jours après le Dernier Quartier;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Compton Sud-Center';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 21;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Physicist;USA;American;20;20 th century;Wooster;1892;Berkeley;1962;Discoverer of the effect of photons. Surveys on cosmic rays. Nobel laureate in 1927 with Charles Wilson.;105;105 ° 0 '  Est;54;54 ° 0 '  Nord;Nord-Est;Not defined;II;Nansen;No map or picture;No map or picture;No map or picture;No article;V-181-M;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 24 km2;Sources : Lucchitta 1978;Commentaires de la source : ' old highland crater ';;999;Formation non visible;999;Formation non visible;Formation non visible;999;Not visible;Not visible
Pyroclastique 'Compton Sud-East';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 22;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Physicist;USA;American;20;20 th century;Wooster;1892;Berkeley;1962;Discoverer of the effect of photons. Surveys on cosmic rays. Nobel laureate in 1927 with Charles Wilson.;106;106 ° 0 '  Est;54;54 ° 0 '  Nord;Nord-Est;Not defined;II;Nansen;No map or picture;No map or picture;No map or picture;No article;V-181-M;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 45 km2;Sources : Lucchitta 1978;Commentaires de la source : No comment;;999;Formation non visible;999;Formation non visible;Formation non visible;999;Not visible;Not visible
Pyroclastique 'Compton Sud-West';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 23;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Physicist;USA;American;20;20 th century;Wooster;1892;Berkeley;1962;Discoverer of the effect of photons. Surveys on cosmic rays. Nobel laureate in 1927 with Charles Wilson.;104;104 ° 0 '  Est;54;54 ° 0 '  Nord;Nord-Est;Not defined;II;Nansen;No map or picture;No map or picture;No map or picture;No article;V-181-M;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 5 km2;Sources : Lucchitta 1978;Commentaires de la source : No comment;;999;Formation non visible;999;Formation non visible;Formation non visible;999;Not visible;Not visible
Pyroclastique 'Cruger North';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 24;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Mathematician;Germany;german;17;17 th century;?;1580;?;1639;??;-66.7;66 ° 42 '  Ouest;-16.7;16 ° 42 '  Sud;Sud-Ouest;Moon West-Sud-Westlimb;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 120 km2;Sources : Coombs & Hawke 1992;Commentaires de la source : ' highland crater, near Grimaldi ';;3;Formation très intéressante;13;6 jours après le Premier Quartier;5 jours après le Dernier Quartier;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Cruger Sud';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 25;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Mathematician;Germany;german;17;17 th century;?;1580;?;1639;??;-66.7;66 ° 42 '  Ouest;-17.9;17 ° 54 '  Sud;Sud-Ouest;Moon West-Sud-Westlimb;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 760 km2;Sources : Coombs & Hawke 1992;Commentaires de la source : No comment;;3;Formation très intéressante;13;6 jours après le Premier Quartier;5 jours après le Dernier Quartier;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Cruger West 1';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 26;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Mathematician;Germany;german;17;17 th century;?;1580;?;1639;??;-66.7;66 ° 42 '  Ouest;-16.7;16 ° 42 '  Sud;Sud-Ouest;Moon West-Sud-Westlimb;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 50 km2;Sources : Coombs & Hawke 1992;Commentaires de la source : No comment;;3;Formation très intéressante;13;6 jours après le Premier Quartier;5 jours après le Dernier Quartier;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Cruger West 2';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 27;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Mathematician;Germany;german;17;17 th century;?;1580;?;1639;??;-66.7;66 ° 42 '  Ouest;-16.7;16 ° 42 '  Sud;Sud-Ouest;Moon West-Sud-Westlimb;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 50 km2;Sources : Coombs& Hawke 1992;Commentaires de la source : No comment;;3;Formation très intéressante;13;6 jours après le Premier Quartier;5 jours après le Dernier Quartier;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Daguerre';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 28;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;Engineer;France;french;19;19 th century;Cormeilles en Parisi;1789;Bry sur Marne;1851;Inventor of the diorama in 1822.  Associate to Niepce for the invention of the photography by daguerreotypes.;34;34 ° 0 '  Est;-11.2;11 ° 12 '  Sud;Sud-Est;Theophilus crater North-East region;47;Capella;234;15f6;328C/S 135C/S 143C/S;MM113;;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 297 km2;Sources : Coombs et al. 1990 / Hawke et al. 1997;Commentaires de la source : ' in Nectaris ';;3;Formation très intéressante;5;5 jours après la Nouvelle Lune;4 jours après la Pleine Lune;50;Lunette de 50 mm;Lunette de 100 mm
Pyroclastique 'Eastern Mare Frigoris East';Région à caractère pyroclastique;Non déterminée;Liste de volcanisme pyroclastique de Gaddis n° 29;Gaddis (1999) / Legrand (2007);Non nommé;Non nommé;Non nommé;No work;No country;No nationality ;0;No century;No birthplace;No birthdate;No deathplace;No deathdate;No facts;34.4;34 ° 24 '  Est;50.1;50 ° 6 '  Nord;Nord-Ouest;Moon North limb;3;Plato;377;2e5 / 6c6;323N 328N 334N 343N 351N 357N 003N 009N 018N 024N 029N 036N 040N 048N 106N 112N 124N 131N 135M 143N 148N 154N 161N 167N 174N 179N 183N 191N 201N 205N 213N;ST06/03  MM66 L100/026;IV-189-M IV-115-M IV-190-M IV-098-M IV-109-M IV-145-M IV-175-M IV-164-M IV-091-M IV-152-M IV-102-M IV-140-M IV-139-M IV-134-M IV-090-M IV-128-M IV-127-M IV-103-M IV-116-M IV-158-M IV-122-M IV-104-M IV-133-M IV-092-M IV-151-M;0;0;0;0;0;0;Pas de rapport calculable;Pas de dessin possible;Petit dépôt pyroclastique / Surface = 575 km2;Sources : Gaddis et al. 1985;Commentaires de la source : No comment;;3;Formation très intéressante;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;50;Lunette de 50 mm;Lunette de 100 mm
