NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
AL-BAKRI;Cráter;Imbriano (Desde -3.85 mil millones de años hasta -3.2 mil millones de años) ?;Abu Ubayd Abd Allah al-Bakri (ex Tacquet A);(??);Sin nombre;Sin nombre;Sin nombre;Geógrafo;Arabia;Árabe;11;Siglo XI;Córdoba;1040;Córdoba;1094;Especialista en the Norte Africa y Arabia.  Autor de a 'Dictionary de Geography' y a 'Geographical description de the known world';20,2;20.2° Este;14,3;14.3° Norte;Norte-Este;Situado al Este de Mare Tranquillitatis;35;Arago;284;1c4;343N/C 148C 154C 161C;;;12;12;7;7;1000;3000;0,0833;A________________________A;Formación circular aislada.;Vertientes poco escarpadas conteniendo 2 líneas de cresta al Sur orientadas de Norte a Sur.;Paredes de escasa altura.;Suelo plano y extenso relleno con lava.;2;Formación bastante interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
ALBATEGNIUS;Planicie amurallada;Nectariano (Desde -3.92 mil millones de años hasta -3.85 mil millones de años);Muhammad ibn al-Battani;Riccioli (1651);Ferdinandi III Imp. Rom.;Mons Didymus;Albategnius;Astrónomo;Arabia;Árabe;9;Siglo IX;Harran;858;Qasr al Djiss;929;Autor de 'Zidj' que incrementó considerablemente el conocimiento astronómico de su época. Medida de la oblicuidad de la Eclíptica.;4,1;4.1° Este;-11,2;11.2° Sur;Sur-Este;Región del cráter Ptolemaeus;44;Ptolemaeus;204;13e5 / 13f5;357C 003C/S 161C/S 167C 174C;MM137;IV-101-H2 IV-096-H2;139;139;82;82;0;0;0,0287;A___________________________________________________________________________A;Formación circular dañada.;Vertientes escarpadas acribilladas con cratercillos.;Paredes altas montadas por varios cráteres como Klein al Oeste y Albategius B al Norte.;Suelo plano y grande. Mancha blanca al Oeste.  Montaña central.   Depresiones y cratercillos.;4;Formación excepcional;7;Cuarto Creciente;6 días después de la Luna Llena;5;A simple vista;Prismáticos de 10x
ALDRIN;Cratercillo;Periodo de nacimiento no encontrado;Edwin E. Aldrin (ex Sabine B);(??);Sin nombre;Sin nombre;Sin nombre;Astronauta;U.S.A.;Americano;20;Siglo XX;?;1930;?;Alive;Piloto del módulo lunar de la misión Apolo 11. Segundo hombre en caminar sobre la luna el 21 de Julio de 1969.;22,1;22.1° Este;1,4;1.4° Norte;Norte-Este;Situado al Este de Mare Tranquillitatis;35;Arago;276;;;;;3;3;2;2;600;1800;0,1765;A__________A;Formación circular aislada con forma cóncava.;Vertientes poco escarpadas.;Paredes de escasa altura.;Suelo redondeado.;1;Formación de bajo interés o dificultad;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;100;Reflector de 100 mm;Reflector de 200 mm
ALEXANDER;Planicie amurallada;Pre-Imbriano (Desde -4.55 mil millones de años hasta -3.85 mil millones de años) ?;Alejandro Magno;Birt / Lee (1865);Mons Aemus;Sin nombre;Calippus;Rey;Macedonia;Macedonio;-4;Siglo IV a. de C.;?;356 A. DE C.;Babilonia;323 a. de C.;Rey de Macedonia desde el 336 hasta el 323 a. de C.. Trabajó en la expansión de su reino hacia la India. Capturó Babilonia y quemó Persépolis.;13,5;13.5° Este;40,3;40.3° Norte;Norte-Este;Región al Norte de Mare Serenitatis;13;Eudoxus;350;2d3;351N 154N 161N;;IV-098-H2 IV-103-H2;85;85;50;50;?;?;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación completamente arruinada. Forma triangular.;Vertientes muy dañadas conteniendo Calippus al Suroeste.;Paredes poco altas colapsadas al Este.;Suelo plano relleno con lava oscura.  Colinas, fisuras y cratercillos.  Dos manchas blancas.;2;Formación bastante interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
ALFRAGANUS;Cráter;Copernicano (Desde -1.1 mil millones de años hasta nuestros días);Muhammad ibn Kathir Al-Farrhanï;(??);Sin nombre;Sin nombre;Sin nombre;Astrónomo;Persia;Persa;9;Siglo IX;Fergana;?;?;?;Autor del 'Libro de la ciencia de las estrellas y los movimientos celestes'.;19;19.0° Este;-5,4;5.4° Sur;Sur-Este;Región al Noroeste del cráter Theophilus;46;Theophilus;236;13b6;343C 148C 154C 161C;;IV-089-H3 IV-084-H3;22;22;13;13;3830;11600;0,1824;A__________A;Formación circular brillante con rayos.;Vertientes escarpadas conteniendo Alfraganus E y H al Norte y Alfraganus K y M al Este.;Paredes muy altas.;Suelo plano y poco extenso.;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
ALHAZEN;Cráter;Imbriano Inferior (Desde -3.85 mil millones de años hasta -3.8 mil millones de años);Ibn al-Haytham (o Abu Ali al-Hasan);Schroter (1802);Sin nombre;Sin nombre;Sin nombre;Matemático;Arabia;Árabe;10;Siglo X;Bassora;965;El Cairo;1039;Descubridor de las leyes de la reflexión, refracción y propagación de la luz. Autor de 92 trabajos conocidos bastantes de ellos sobre Astronomía.;71,8;71.8° Este;15,9;15.9° Norte;Norte-Este;Limbo Este-Noreste de la Luna;27;Plutarco;229;3b4;291N 303C Q1E Q4E 099N I05N;MM96;;34;34;20;20;?;?;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular localizada en la vertiente Este de Mare Crisium.;Vertientes bastante escarpadas.;Paredes altas en ligeras terrazas.;Suelo plano.;3;Formación muy interesante;2;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
ALIACENSIS;Cráter;Típico Nectariano (Desde -3.92 mil millones de años hasta -3.85 mil millones de años);Pierre d'Ailly;Riccioli (1651);Elisabethae Palat. Fil.;Mons Antilibanus;Aliacensis;Geógrafo y Teólogo;Francia;Francés;14;Siglo XIV;Compiègne;1350;Avignon;1420;Autor de un trabajo sobre la reforma de la Iglesia en 1416 y de 'Imago Mundi', trabajo que evocaba la esfericidad de la Tierra.;5;5.0° Este;-30,6;30.6° Sur;Sur-Este;Región al Este del cráter Tycho;65;Walter;122;10a8 / 13f1 / 14e8;"357S 003S 161S 167S 174S	";;IV-107-H3 IV-101-H1 IV-100-H3;82;82;48;48;3700;11200;0,0463;A______________________________________________A;Formación circular formando una destacable pareja con Werner.;Vertientes escarpadas conteniendo Werner al Noroeste, una pareja de cráteres al Sureste y Aliacensis B al Oeste.;Paredes muy altas conteniendo un cráter anónimo al Sur.;Suelo plano. Pequeña montaña descentrada.  Cadena de pliegues y cratercillos.;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
ALMANON;Cráter;Nectariano (Desde -3.92 mil millones de años hasta -3.85 mil millones de años);Abd Allah al-Ma'mun;Riccioli (1651);Isenburgi;Mons Antitaurus;Almanon;Califa;Persia;Persa;9;Siglo IX;Bagdad;786;Tarsus;833;Hijo de Harun Al Raschid. Organizador de la traducción al árabe de los trabajos científicos y filosóficos de los antiguos autores griegos.;15,2;15.2° Este;-16,8;16.8° Sur;Sur-Este;Al Este de la región del cráter Catharina;56;Azophi;198;13c4;351S 154S 161S 167C;;IV-089-H2 IV-096-H2;51;51;30;30;2480;7500;0,0506;A__________________________________________A;Formación circular.;Vertientes bastante escarpadas solapadas al Noreste por Almanon C, al Sur por Almanon A y B, y conteniendo Catena Abulfeda al Norte.;Paredes más altas al Este que al Oeste.;Suelo bastante plano.  Colinas y línea de crestas. Cratercillos.;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
AL-MARRAKUSHI;Cratercillo;Copernicano (Desde -1.1 mil millones de años hasta nuestros días) ?;Al-Marrakushi (ex Langrenus D);(??);Sin nombre;Sin nombre;Sin nombre;Astrónomo;Arabia;Árabe;13;Siglo XIII;?;?;?;1262;??;55,8;55.8° Este;-10,4;10.4° Sur;Sur-Este;Situado al Este de Mare Fecunditatis;48;Messier;0;15c5 / 15c6;309C/S 119C 124C;;;9;9;5;5;1110;3400;0,1388;A______________A;Formación circular de forma cóncava.;Vertientes poco escarpadas conteniendo un doble cratercillo al Oeste y un triple cratercillo al Norte.;Paredes de escasa altura.;Suelo redondeado.;2;Formación bastante interesante;3;3 días después de la Luna Nueva;2 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
ALPETRAGIUS;Cráter;Nectariano (Desde -3.92 mil millones de años hasta -3.85 mil millones de años) ?;Nur ed-din al Betrugi;Riccioli (1651);Mazarinii;Mons Phoenix;Alpetragius;Astrónomo;Arabia;Árabe;12;Siglo XII;?;?;?;?;Trató de mejorar el sistema de Ptolomeo.;-4,5;4.5° Oeste;-16;16.0° Sur;Sur-Oeste;Región del cráter Arzachel;55;Arzachel;164;9a4 / 13g4;009S 018C/S 174S 17/9C 183S;MM139;IV-108-H2;41;41;24;24;3900;11800;0,0975;A_____________________A;Formación circular situada entre Alphonsus y Arzachel.;Vertientes escarpadas conteniendo el cráter fantasma Alpetragius X al Noroeste, y Alpetragius M y N al Sureste.;Paredes muy altas en terrazas.;Suelo tortuoso poco ensanchado.  Importante montaña central.;4;Formación excepcional;7;Cuarto Creciente;6 días después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
ALPHONSUS;Cráter;Nectariano (Desde -3.92 mil millones de años hasta -3.85 mil millones de años);Alfonso X (o Alfonso X el Sabio);Riccioli (1651);Ludovici XIV Reg. Fran.;Mons Masicytis;Alphonsus;Rey;Castilla;Castellano;13;Siglo XIII;Toledo;1221;Sevilla;1284;Iniciador de trabajos de traducción del Griego y el Árabe. Coordinador del cálculo de las 'Tablas Alfonsinas' reemplazando las tablas astronómicas de Ptolomeo en 1256.;-2,8;2.8° Oeste;-13,4;13.4° Sur;Sur-Oeste;Región del cráter Ptolemaeus;44;Ptolemaeus;208;9a4 / 13g5;003S 009C/S 174C/S 179C I83C;ST03/01  MM137;IV-108-H2;121;121;71;71;2730;8300;0,0231;A______________________________________________________________________________________________A;Formación circular componiendo un destacable trío con Ptolemaeus y Arzachel.  Varios fenómenos transitorios observados como una emisión gaseosa espectral obtenida por Kozyrev en Noviembre de 1958.;Vertientes escarpadas y tortuosas acribilladas con cratercillos.;Paredes altas en terrazas.;Suelo plano al Norte, tortuoso al Sur con manchas negras.  Montaña central.  Cratercillos y colinas.  Contiene a Rimae Alphonsus.;4;Formación excepcional;7;Cuarto Creciente;6 días después de la Luna Llena;5;A simple vista;Prismáticos de 10x
AMEGHINO;Cratercillo;Periodo de nacimiento no encontrado;Florentino Ameghino (ex Apollonius C);(??);Sin nombre;Sin nombre;Sin nombre;Historiador;Italia;Italiano;19;Siglo XIX;?;1854;?;1911;??;57;57.0° Este;3,3;3.3° Norte;Norte-Este;Limbo Este de la Luna;38;Neper;229;3b1;309C 112S 119C;;;9;9;5;5;?;?;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular aislada con forma cóncava.;Vertientes bastante escarpadas.;Paredes de escasa altura.;Suelo redondeado.;1;Formación de bajo interés o dificultad;3;3 días después de la Luna Nueva;2 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
AMMONIUS;Cratercillo;Copernicano (Desde -1.1 mil millones de años hasta nuestros días) ?;Ammonios dit Saccas (ex Ptolemaeus A);(??);Sin nombre;Sin nombre;Sin nombre;Filósofo;Grecia;Griego;3;Siglo III;?;?;?;?;Fundador de una nueva escuela de Platón también llamada Escuela de Alejandría.;-0,8;0.8° Oeste;-8,5;8.5° Sur;Sur-Oeste;Región del cráter Ptolemaeus;44;Ptolemaeus;206;13g6;003C 174C 179C;;;9;9;5;5;1850;5600;0,2056;A_________A;Formación circular de forma cóncava situada en la superficie de Ptolemaeus.;Vertientes poco escarpadas.;Paredes bastante altas.;Suelo redondeado.;2;Formación bastante interesante;7;Cuarto Creciente;6 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
AMONTONS;Cratercillo;Imbriano (Desde -3.85 mil millones de años hasta -3.2 mil millones de años) ?;Guillaume Amontons;(??);Sin nombre;Sin nombre;Sin nombre;Físico;Francia;Francés;17;Siglo XVII;París;1663;París;1705;Inventor de algunos dispositivos como varios termómetros, un pirómetro, una bomba giratoria y un telégrafo de señales luminosas. Miembro de la Academia de las Ciencias en 1699.;46,8;46.8° Este;-5,3;5.3° Sur;Sur-Este;Situado al Este de Mare Fecunditatis;48;Messier;231;;181C;;;3;3;2;2;?;?;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular aislada con forma cóncava.;Vertientes poco escarpadas con mancha brillante al Este;Paredes de escasa altura.;Suelo redondeado.;1;Formación de bajo interés o dificultad;4;4 días después de la Luna Nueva;3 días después de la Luna Llena;100;Reflector de 100 mm;Reflector de 200 mm
AMUNDSEN;Cráter;Nectariano (Desde -3.92 mil millones de años hasta -3.85 mil millones de años);Roald Amundsen;(??);Sin nombre;Sin nombre;Sin nombre;Explorador;Noruega;Noruego;20;Siglo XX;Hvitsen;1872;Ártico;1928;Especialista en la Antártida. Con el 'Fram', fue el primero en alcanzar el Polo Sur terrestre el 14 de Diciembre de 1911, y sobrevoló en dirigible el Polo Norte en 1926. Desaparició en la expedición de búsqueda de Nobile.;82;82.0° Este;-84,5;84.5° Sur;Sur-Este;Limbo Sur de la Luna;73;Moretus;44;14d1;323S 343S Q3S Q4S 099S 105S 112S;;IV-106-H1 IV-118-H1 IV-130-H1 IV-008-M IV-044-H1 IV-005-H1 IV-058-H1 IV-154-H1 IV-070-H1 IV-082-H1 IV-094-H1 IV-094-M;109;109;64;64;?;?;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;Vertientes escarpadas conteniendo un cráter anónimo al Este y otro al Sur.;Paredes altas en terrazas.;Suelo plano.  Montaña central.;2;Formación bastante interesante;2;2 días después de la Luna Nueva;1 día después de la Luna Llena;5;A simple vista;Prismáticos de 10x
ANAXAGORAS;Cráter;Copernicano (Desde -1.1 mil millones de años hasta nuestros días);Anaxágoras;(??);Sin nombre;Sin nombre;Sin nombre;Filósofo;Grecia;Griego;-6;Siglo VI a. de C.;Clazomenes;500 A. DE C.;Lampsaque;428 a. de C.;Creador de la primera escuela de filosofía en Atenas. Tutor de Pericles, Eurípides y Sócrates. Explicación de los eclipses. Trabajos en anatomía.;-10,1;10.1° Oeste;73,4;73.4° Norte;Norte-Oeste;Limbo Norte de la Luna;4;Archytas;400;2g7 / 2g8 / 6b8;009N 018N 024N 029N 036N 100N 106N 143N 161N 174N 179N 183N;MM69;IV-128-H2 IV-140-H2 IV-116-H2;53;53;31;31;?;?;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Solapa la pared Oeste de Goldschmidt.  Formación circular. Rayos.;Vertientes escarpadas.;Paredes altas.;Suelo tortuoso.  Pequeña montaña central.;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
ANAXIMANDER;Cráter;Pre-Nectariano (Desde -4.55 mil millones de años hasta -3.92 mil millones de años)?;Anaximandro;(??);Sin nombre;Sin nombre;Sin nombre;Filósofo y Astrónomo;Grecia;Griego;-7;Siglo VII a. de C.;Mileto;611 A. DE C.;Mileto;547 a. de C.;Inventor del gnomon. Recomendó una Tierra plana y circular. Mapa del mundo conocido. Descubridor de la Estrella Polar y de la oblicuidad de la Eclíptica.;-51,3;51.3° Oeste;66,9;66.9° Norte;Norte-Oeste;Limbo Norte-Noroeste de la Luna;2;Pitágoras;405;6 e7;055N 061N 067N 075N 080N 201N 205N 213N;;IV-164-H2 IV-176-H2;70;70;41;41;2800;8500;0,0412;A____________________________________________________A;Formación ruinosa.;Vertientes poco escarpadas aplastadas por Carpenter al Norte y por Anaximander D al Sur.;Paredes de escasa altura montadas por un cratercillo al Norte e inundadas al Sur.;Suelo plano en comunicación con Anaximander D al Sur. Cratercillos y línea de cresta.;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
ANAXIMENES;Cráter;Pre-Nectariano (Desde -4.55 mil millones de años hasta -3.92 mil millones de años) ?;Anaximene;(??);Sin nombre;Sin nombre;Sin nombre;Filósofo;Grecia;Griego;-6;Siglo VI a. de C.;Mileto;585 A. DE C.;Mileto;528 a. de C.;Recomendó una Tierra plana.;-44,5;44.5° Oeste;72,5;72.5° Norte;Norte-Oeste;Limbo Norte de la Luna;3;Plato;402;6d8; 055N 061N 075N, 080N 191N, 205N, 213N, 233N;;IV-164-H2 IV-152-H2 IV-176-H2;82;82;48;48;?;?;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular.;Vertientes bastante escarpadas conteniendo Anaximenes G al Noreste y Philolaus al Este.;Paredes de escasa altura.;Suelo plano relleno con lava.  Cratercillos.;2;Formación bastante interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
